stat, rank, value, (percentage) 
minecraft.mined.farmland: #20, 24(1%)
minecraft.crafted.acacia_planks: #20, 336(1%)
minecraft.picked_up.melon: #20, 185(1%)
minecraft.crafted.armor_stand: #20, 45(1%)
minecraft.mined.pumpkin: #20, 207(0%)
minecraft.picked_up.lantern: #20, 21(0%)
minecraft.mined.polished_tuff_wall: #20, 8(1%)
minecraft.picked_up.end_rod: #20, 35(0%)
minecraft.mined.deepslate_copper_ore: #20, 29(0%)
minecraft.used.baked_potato: #20, 29(0%)
minecraft.picked_up.gold_ingot: #20, 116(0%)
minecraft.picked_up.mangrove_planks: #20, 18(0%)
minecraft.picked_up.glass: #20, 243(0%)
minecraft.mined.cave_vines: #20, 3(0%)
minecraft.picked_up.polished_tuff_slab: #20, 16(0%)
minecraft.crafted.sticky_piston: #20, 25(0%)
minecraft.dropped.filled_map: #20, 9(0%)
minecraft.crafted.black_dye: #20, 243(0%)
minecraft.used.pumpkin: #20, 19(0%)
minecraft.killed.piglin: #20, 3(0%)
minecraft.picked_up.acacia_planks: #20, 5(0%)
minecraft.used.trial_key: #20, 2(0%)
minecraft.crafted.pink_dye: #20, 22(0%)
minecraft.mined.smooth_quartz_slab: #20, 4(0%)
minecraft.crafted.lead: #20, 4(0%)
minecraft.picked_up.smooth_quartz_slab: #20, 4(0%)
minecraft.mined.jungle_stairs: #20, 1(0%)
minecraft.dropped.iron_boots: #20, 1(0%)
minecraft.crafted.mangrove_slab: #20, 12(0%)
minecraft.picked_up.yellow_bed: #20, 1(0%)
minecraft.mined.carved_pumpkin: #20, 5(0%)
minecraft.picked_up.jungle_stairs: #20, 1(0%)
minecraft.mined.mossy_stone_bricks: #20, 4(0%)
minecraft.mined.end_stone: #20, 11(0%)
minecraft.picked_up.trial_key: #20, 1(0%)
minecraft.crafted.polished_andesite: #20, 11(0%)
minecraft.used.mangrove_slab: #20, 7(0%)
minecraft.crafted.raw_iron_block: #20, 3(0%)
minecraft.picked_up.weeping_vines: #20, 3(0%)
minecraft.used.mud_brick_slab: #20, 3(0%)
minecraft.picked_up.light_gray_concrete: #20, 5(0%)
minecraft.used.light_gray_concrete: #20, 5(0%)
minecraft.mined.light_gray_concrete: #20, 5(0%)
minecraft.crafted.golden_carrot: #20, 63(0%)
minecraft.used.waxed_copper_block: #20, 1(0%)
minecraft.crafted.purple_dye: #20, 4(0%)
minecraft.picked_up.cracked_stone_bricks: #20, 1(0%)
minecraft.used.yellow_concrete_powder: #20, 2(0%)
minecraft.picked_up.white_concrete_powder: #20, 3(0%)
minecraft.used.snow_block: #20, 2(0%)
minecraft.used.player_head: #21, 74(1%)
minecraft.mined.dark_oak_log: #21, 1270(2%)
minecraft.used.bucket: #21, 1033(1%)
minecraft.custom.interact_with_anvil: #21, 153(1%)
minecraft.mined.deepslate: #21, 9818(1%)
minecraft.picked_up.firework_rocket: #21, 1320(1%)
minecraft.picked_up.redstone: #21, 3199(1%)
minecraft.mined.obsidian: #21, 205(1%)
minecraft.used.water_bucket: #21, 625(1%)
minecraft.picked_up.paper: #21, 95(1%)
minecraft.mined.beacon: #21, 5(1%)
minecraft.crafted.diamond_block: #21, 126(1%)
minecraft.mined.player_wall_head: #21, 6(1%)
minecraft.picked_up.minecart: #21, 32(1%)
minecraft.used.glass_bottle: #21, 392(1%)
minecraft.mined.cobbled_deepslate: #21, 161(1%)
minecraft.mined.chiseled_tuff_bricks: #21, 37(1%)
minecraft.used.piston: #21, 109(1%)
minecraft.mined.redstone_wall_torch: #21, 10(1%)
minecraft.crafted.stone_axe: #21, 1(1%)
minecraft.mined.lantern: #21, 10(1%)
minecraft.dropped.iron_leggings: #21, 1(1%)
minecraft.mined.gold_ore: #21, 22(1%)
minecraft.crafted.minecart: #21, 22(1%)
minecraft.crafted.hopper: #21, 155(1%)
minecraft.picked_up.diamond_chestplate: #21, 2(1%)
minecraft.mined.ladder: #21, 13(1%)
minecraft.mined.tall_seagrass: #21, 29(0%)
minecraft.dropped.iron_shovel: #21, 1(0%)
minecraft.used.anvil: #21, 19(0%)
minecraft.used.shield: #21, 25(0%)
minecraft.picked_up.carved_pumpkin: #21, 32(0%)
minecraft.dropped.gravel: #21, 217(0%)
minecraft.picked_up.iron_axe: #21, 2(0%)
minecraft.picked_up.deepslate_diamond_ore: #21, 119(0%)
minecraft.dropped.oak_boat: #21, 1(0%)
minecraft.dropped.cobblestone: #21, 839(0%)
minecraft.dropped.enchanted_book: #21, 3(0%)
minecraft.mined.kelp_plant: #21, 27(0%)
minecraft.picked_up.amethyst_shard: #21, 193(0%)
minecraft.picked_up.raw_gold: #21, 155(0%)
minecraft.mined.glass: #21, 79(0%)
minecraft.mined.polished_tuff_slab: #21, 10(0%)
minecraft.picked_up.smithing_table: #21, 2(0%)
minecraft.used.carved_pumpkin: #21, 2(0%)
minecraft.killed.sheep: #21, 13(0%)
minecraft.used.cooked_salmon: #21, 13(0%)
minecraft.mined.attached_pumpkin_stem: #21, 1(0%)
minecraft.picked_up.music_disc_cat: #21, 1(0%)
minecraft.crafted.coal_block: #21, 65(0%)
minecraft.mined.cave_vines_plant: #21, 1(0%)
minecraft.crafted.blue_dye: #21, 111(0%)
minecraft.picked_up.magma_block: #21, 79(0%)
minecraft.crafted.anvil: #21, 10(0%)
minecraft.dropped.iron_block: #21, 14(0%)
minecraft.picked_up.pumpkin_seeds: #21, 43(0%)
minecraft.picked_up.dark_oak_slab: #21, 7(0%)
minecraft.used.lectern: #21, 11(0%)
minecraft.mined.packed_ice: #21, 302(0%)
minecraft.picked_up.lectern: #21, 7(0%)
minecraft.mined.snow_block: #21, 30(0%)
minecraft.crafted.light_blue_dye: #21, 28(0%)
minecraft.mined.lectern: #21, 6(0%)
minecraft.mined.crimson_nylium: #21, 5(0%)
minecraft.picked_up.yellow_terracotta: #21, 15(0%)
minecraft.custom.tune_noteblock: #21, 272(0%)
minecraft.mined.jungle_slab: #21, 1(0%)
minecraft.used.smithing_table: #21, 3(0%)
minecraft.picked_up.slime_block: #21, 10(0%)
minecraft.used.white_concrete: #21, 67(0%)
minecraft.dropped.white_wool: #21, 3(0%)
minecraft.crafted.quartz_block: #21, 45(0%)
minecraft.used.shroomlight: #21, 1(0%)
minecraft.picked_up.orange_terracotta: #21, 10(0%)
minecraft.picked_up.dark_oak_leaves: #21, 2(0%)
minecraft.used.iron_hoe: #21, 1(0%)
minecraft.picked_up.yellow_concrete: #21, 3(0%)
minecraft.picked_up.cooked_mutton: #21, 1(0%)
minecraft.mined.orange_terracotta: #21, 5(0%)
minecraft.mined.yellow_concrete: #21, 3(0%)
minecraft.custom.aviate_one_cm: #22, 233714731(1%)
minecraft.used.item_frame: #22, 147(1%)
minecraft.used.torch: #22, 2629(1%)
minecraft.used.soul_sand: #22, 127(1%)
minecraft.used.firework_rocket: #22, 4215(1%)
minecraft.used.lantern: #22, 68(1%)
minecraft.mined.powered_rail: #22, 67(1%)
minecraft.picked_up.beacon: #22, 5(1%)
minecraft.crafted.diamond_leggings: #22, 1(1%)
minecraft.picked_up.kelp: #22, 793(1%)
minecraft.used.rail: #22, 522(1%)
minecraft.picked_up.powered_rail: #22, 110(1%)
minecraft.crafted.chest: #22, 536(1%)
minecraft.picked_up.water_bucket: #22, 7(1%)
minecraft.used.obsidian: #22, 128(1%)
minecraft.crafted.bucket: #22, 47(1%)
minecraft.picked_up.enchanted_book: #22, 9(1%)
minecraft.mined.gravel: #22, 3277(1%)
minecraft.crafted.stone_pickaxe: #22, 1(1%)
minecraft.crafted.item_frame: #22, 70(1%)
minecraft.picked_up.anvil: #22, 8(1%)
minecraft.used.minecart: #22, 15(0%)
minecraft.picked_up.polished_tuff: #22, 58(0%)
minecraft.picked_up.gold_nugget: #22, 240(0%)
minecraft.mined.cyan_terracotta: #22, 30(0%)
minecraft.crafted.jukebox: #22, 1(0%)
minecraft.picked_up.pumpkin: #22, 261(0%)
minecraft.crafted.shield: #22, 1(0%)
minecraft.crafted.powered_rail: #22, 60(0%)
minecraft.mined.white_concrete: #22, 276(0%)
minecraft.crafted.lapis_block: #22, 29(0%)
minecraft.picked_up.dripstone_block: #22, 94(0%)
minecraft.dropped.redstone: #22, 45(0%)
minecraft.picked_up.emerald: #22, 89(0%)
minecraft.killed.creeper: #22, 43(0%)
minecraft.custom.damage_blocked_by_shield: #22, 817(0%)
minecraft.picked_up.bamboo_planks: #22, 62(0%)
minecraft.crafted.piston: #22, 29(0%)
minecraft.picked_up.black_concrete: #22, 33(0%)
minecraft.picked_up.stone_sword: #22, 2(0%)
minecraft.picked_up.slime_ball: #22, 57(0%)
minecraft.picked_up.mutton: #22, 17(0%)
minecraft.mined.hay_block: #22, 5(0%)
minecraft.used.stone_axe: #22, 12(0%)
minecraft.mined.black_concrete: #22, 32(0%)
minecraft.used.glass: #22, 179(0%)
minecraft.dropped.netherrack: #22, 64(0%)
minecraft.used.slime_block: #22, 8(0%)
minecraft.mined.mangrove_slab: #22, 1(0%)
minecraft.dropped.sand: #22, 22(0%)
minecraft.crafted.polished_blackstone: #22, 4(0%)
minecraft.crafted.observer: #22, 8(0%)
minecraft.used.blackstone: #22, 8(0%)
minecraft.mined.gold_block: #22, 2(0%)
minecraft.mined.deepslate_tile_slab: #22, 1(0%)
minecraft.crafted.smithing_table: #22, 1(0%)
minecraft.picked_up.deepslate_tile_slab: #22, 1(0%)
minecraft.crafted.polished_tuff: #22, 6(0%)
minecraft.used.packed_ice: #22, 6(0%)
minecraft.used.soul_soil: #22, 1(0%)
minecraft.dropped.bread: #22, 1(0%)
minecraft.dropped.emerald: #22, 1(0%)
minecraft.picked_up.obsidian: #23, 235(1%)
minecraft.picked_up.written_book: #23, 6(1%)
minecraft.picked_up.iron_leggings: #23, 2(1%)
minecraft.crafted.diamond_helmet: #23, 1(1%)
minecraft.mined.cobblestone: #23, 376(1%)
minecraft.crafted.lantern: #23, 56(1%)
minecraft.crafted.iron_chestplate: #23, 1(1%)
minecraft.crafted.iron_leggings: #23, 1(1%)
minecraft.picked_up.soul_sand: #23, 173(1%)
minecraft.picked_up.white_concrete: #23, 275(1%)
minecraft.mined.calcite: #23, 175(1%)
minecraft.picked_up.lapis_lazuli: #23, 579(0%)
minecraft.mined.soul_sand: #23, 91(0%)
minecraft.killed.zombie_villager: #23, 1(0%)
minecraft.mined.rail: #23, 124(0%)
minecraft.picked_up.ladder: #23, 30(0%)
minecraft.crafted.spruce_boat: #23, 1(0%)
minecraft.used.kelp: #23, 59(0%)
minecraft.used.glow_ink_sac: #23, 13(0%)
minecraft.mined.terracotta: #23, 438(0%)
minecraft.mined.oak_slab: #23, 5(0%)
minecraft.picked_up.composter: #23, 6(0%)
minecraft.dropped.rotten_flesh: #23, 199(0%)
minecraft.mined.amethyst_cluster: #23, 16(0%)
minecraft.dropped.wheat: #23, 25(0%)
minecraft.used.melon: #23, 1(0%)
minecraft.mined.slime_block: #23, 5(0%)
minecraft.crafted.cyan_dye: #23, 20(0%)
minecraft.mined.dark_oak_slab: #23, 2(0%)
minecraft.mined.magma_block: #23, 15(0%)
minecraft.picked_up.smooth_quartz: #23, 5(0%)
minecraft.used.bread: #23, 4(0%)
minecraft.picked_up.bread: #23, 2(0%)
minecraft.mined.smooth_quartz: #23, 3(0%)
minecraft.picked_up.gold_block: #23, 2(0%)
minecraft.dropped.coal: #23, 6(0%)
minecraft.used.gold_block: #23, 2(0%)
minecraft.used.magma_block: #23, 5(0%)
minecraft.used.white_concrete_powder: #23, 16(0%)
minecraft.crafted.white_concrete_powder: #23, 16(0%)
minecraft.dropped.gold_ingot: #23, 1(0%)
minecraft.killed.slime: #23, 1(0%)
minecraft.used.deepslate_tile_slab: #23, 1(0%)
minecraft.killed.drowned: #23, 4(0%)
minecraft.custom.walk_under_water_one_cm: #24, 1956771(1%)
minecraft.custom.swim_one_cm: #24, 1327290(1%)
minecraft.crafted.torch: #24, 1428(1%)
minecraft.used.cobblestone: #24, 660(1%)
minecraft.picked_up.coal: #24, 1465(1%)
minecraft.used.leather_boots: #24, 1(0%)
minecraft.crafted.paper: #24, 891(0%)
minecraft.picked_up.tuff_bricks: #24, 132(0%)
minecraft.custom.interact_with_smithing_table: #24, 5(0%)
minecraft.used.ladder: #24, 49(0%)
minecraft.picked_up.iron_pickaxe: #24, 1(0%)
minecraft.used.netherrack: #24, 246(0%)
minecraft.picked_up.iron_boots: #24, 1(0%)
minecraft.crafted.rail: #24, 112(0%)
minecraft.crafted.ladder: #24, 33(0%)
minecraft.killed.spider: #24, 17(0%)
minecraft.mined.tuff_bricks: #24, 82(0%)
minecraft.custom.talked_to_villager: #24, 133(0%)
minecraft.used.iron_pickaxe: #24, 122(0%)
minecraft.mined.dripstone_block: #24, 66(0%)
minecraft.picked_up.netherrack: #24, 410(0%)
minecraft.mined.composter: #24, 3(0%)
minecraft.picked_up.torchflower: #24, 2(0%)
minecraft.mined.brown_mushroom: #24, 2(0%)
minecraft.mined.netherrack: #24, 233(0%)
minecraft.used.pumpkin_seeds: #24, 1(0%)
minecraft.dropped.ender_pearl: #24, 61(0%)
minecraft.mined.glowstone: #24, 1(0%)
minecraft.mined.soul_soil: #24, 2(0%)
minecraft.mined.amethyst_block: #24, 1(0%)
minecraft.picked_up.amethyst_block: #24, 1(0%)
minecraft.killed_by.slime: #25, 2(0%)
minecraft.picked_up.diamond_sword: #25, 5(0%)
minecraft.picked_up.oak_slab: #25, 15(0%)
minecraft.used.oak_boat: #25, 4(0%)
minecraft.picked_up.oak_boat: #25, 5(0%)
minecraft.picked_up.flower_pot: #25, 3(0%)
minecraft.picked_up.rotten_flesh: #25, 295(0%)
minecraft.custom.boat_one_cm: #25, 170824(0%)
minecraft.dropped.oak_planks: #25, 4(0%)
minecraft.mined.polished_tuff: #25, 12(0%)
minecraft.killed.zombie: #25, 115(0%)
minecraft.crafted.oak_boat: #25, 1(0%)
minecraft.crafted.bow: #25, 1(0%)
minecraft.picked_up.ender_pearl: #25, 109(0%)
minecraft.picked_up.dark_oak_planks: #25, 2(0%)
minecraft.custom.traded_with_villager: #25, 118(0%)
minecraft.crafted.emerald: #25, 103(0%)
minecraft.picked_up.blackstone: #25, 9(0%)
minecraft.mined.blackstone: #25, 7(0%)
minecraft.picked_up.soul_soil: #25, 2(0%)
minecraft.crafted.gold_ingot: #25, 13(0%)
minecraft.picked_up.purpur_block: #25, 1(0%)
minecraft.killed.enderman: #25, 2(0%)
minecraft.picked_up.diamond_leggings: #26, 4(0%)
minecraft.dropped.golden_carrot: #26, 27(0%)
minecraft.picked_up.diamond_helmet: #28, 1(0%)
minecraft.picked_up.golden_carrot: #28, 89(0%)
minecraft.used.golden_carrot: #28, 41(0%)
minecraft.custom.time_since_rest: #41, 7091(0%)
