stat, rank, value, (percentage) 
minecraft.crafted.light_blue_stained_glass_pane: #8, 80(2%)
minecraft.mined.wet_sponge: #8, 244(2%)
minecraft.picked_up.sugar: #8, 126(2%)
minecraft.mined.diamond_block: #8, 40(1%)
minecraft.used.blue_ice: #8, 67(2%)
minecraft.used.acacia_slab: #8, 87(2%)
minecraft.crafted.black_stained_glass: #8, 768(1%)
minecraft.dropped.potato: #8, 252(1%)
minecraft.used.apple: #8, 14(2%)
minecraft.crafted.crimson_sign: #8, 9(3%)
minecraft.used.light_gray_dye: #8, 2(3%)
minecraft.picked_up.amethyst_block: #9, 866(5%)
minecraft.dropped.diamond_leggings: #9, 7(5%)
minecraft.used.weeping_vines: #8, 12(2%)
minecraft.crafted.warped_hanging_sign: #8, 6(3%)
minecraft.mined.dark_oak_log: #9, 4139(5%)
minecraft.used.brain_coral_fan: #8, 7(2%)
minecraft.dropped.cherry_log: #8, 14(2%)
minecraft.crafted.dark_oak_hanging_sign: #8, 6(2%)
minecraft.mined.exposed_copper_bulb: #8, 1(3%)
minecraft.dropped.golden_sword: #8, 21(1%)
minecraft.picked_up.furnace_minecart: #8, 4(2%)
minecraft.picked_up.spruce_stairs: #9, 298(5%)
minecraft.used.furnace_minecart: #8, 4(2%)
minecraft.mined.waxed_weathered_copper_grate: #8, 6(2%)
minecraft.used.birch_fence_gate: #8, 14(2%)
minecraft.used.ancient_debris: #8, 1(2%)
minecraft.crafted.jungle_boat: #8, 3(1%)
minecraft.dropped.mud_bricks: #8, 5(1%)
minecraft.dropped.enchanted_book: #9, 38(5%)
minecraft.used.light_blue_stained_glass_pane: #8, 39(1%)
minecraft.used.cut_copper: #8, 26(2%)
minecraft.crafted.black_bed: #8, 2(2%)
minecraft.mined.torchflower: #8, 17(1%)
minecraft.mined.quartz_slab: #8, 37(1%)
minecraft.crafted.cobbled_deepslate_wall: #8, 13(1%)
minecraft.mined.cut_copper: #8, 8(1%)
minecraft.picked_up.cut_copper: #8, 8(1%)
minecraft.mined.potted_cherry_sapling: #8, 1(2%)
minecraft.used.leather_boots: #9, 10(4%)
minecraft.dropped.stripped_mangrove_log: #8, 1(2%)
minecraft.picked_up.magenta_wool: #8, 43(1%)
minecraft.dropped.wither_skeleton_skull: #8, 1(2%)
minecraft.mined.lime_stained_glass_pane: #8, 6(1%)
minecraft.dropped.spruce_fence_gate: #8, 2(2%)
minecraft.picked_up.daylight_detector: #8, 4(1%)
minecraft.used.glowstone: #9, 414(6%)
minecraft.dropped.brown_wool: #8, 3(1%)
minecraft.mined.pale_oak_fence: #8, 4(1%)
minecraft.dropped.oxidized_copper_trapdoor: #8, 1(2%)
minecraft.mined.warped_hyphae: #8, 2(2%)
minecraft.mined.peony: #9, 30(5%)
minecraft.picked_up.bow: #9, 212(4%)
minecraft.used.crimson_hyphae: #8, 17(1%)
minecraft.used.purple_stained_glass: #8, 225(1%)
minecraft.used.waxed_exposed_copper_trapdoor: #8, 11(1%)
minecraft.picked_up.dark_oak_hanging_sign: #8, 2(1%)
minecraft.dropped.light_gray_bed: #8, 1(2%)
minecraft.used.diorite_slab: #8, 52(1%)
minecraft.used.stripped_mangrove_log: #8, 74(1%)
minecraft.custom.interact_with_blast_furnace: #9, 187(4%)
minecraft.dropped.muddy_mangrove_roots: #8, 3(1%)
minecraft.dropped.sea_lantern: #8, 1(1%)
minecraft.picked_up.waxed_cut_copper_stairs: #8, 2(1%)
minecraft.used.waxed_weathered_copper_trapdoor: #8, 11(1%)
minecraft.mined.prismarine: #8, 67(1%)
minecraft.mined.oak_planks: #9, 343(4%)
minecraft.dropped.gold_block: #8, 7(1%)
minecraft.picked_up.respawn_anchor: #8, 1(1%)
minecraft.dropped.redstone_ore: #8, 1(1%)
minecraft.picked_up.jack_o_lantern: #8, 4(1%)
minecraft.mined.blue_stained_glass: #8, 2(1%)
minecraft.mined.composter: #9, 103(4%)
minecraft.dropped.sugar: #8, 92(0%)
minecraft.picked_up.mossy_cobblestone_wall: #8, 3(1%)
minecraft.custom.interact_with_grindstone: #9, 85(4%)
minecraft.dropped.rotten_flesh: #9, 4550(4%)
minecraft.mined.sandstone_slab: #8, 4(1%)
minecraft.mined.warped_stem: #9, 802(4%)
minecraft.picked_up.sandstone_slab: #8, 4(1%)
minecraft.dropped.map: #8, 1(1%)
minecraft.picked_up.potato: #9, 1836(4%)
minecraft.dropped.amethyst_shard: #8, 8(0%)
minecraft.dropped.diorite_slab: #8, 2(1%)
minecraft.mined.polished_tuff_wall: #9, 72(5%)
minecraft.crafted.smooth_sandstone_slab: #8, 8(0%)
minecraft.picked_up.bone: #9, 4380(4%)
minecraft.dropped.spruce_trapdoor: #9, 121(5%)
minecraft.used.prismarine: #8, 36(0%)
minecraft.dropped.porkchop: #8, 24(0%)
minecraft.mined.light_blue_carpet: #8, 6(0%)
minecraft.picked_up.purple_concrete_powder: #8, 3(0%)
minecraft.dropped.mushroom_stem: #8, 1(0%)
minecraft.dropped.hay_block: #8, 4(0%)
minecraft.picked_up.loom: #9, 15(5%)
minecraft.picked_up.cherry_stairs: #8, 1(0%)
minecraft.dropped.netherite_pickaxe: #9, 7(4%)
minecraft.crafted.lime_carpet: #8, 12(0%)
minecraft.used.purple_carpet: #8, 5(0%)
minecraft.crafted.purple_carpet: #8, 9(0%)
minecraft.killed.pillager: #8, 372(0%)
minecraft.used.pumpkin_pie: #8, 1(0%)
minecraft.dropped.yellow_concrete: #8, 3(0%)
minecraft.custom.interact_with_smithing_table: #9, 50(4%)
minecraft.picked_up.diamond_shovel: #9, 41(4%)
minecraft.used.orange_shulker_box: #9, 229(4%)
minecraft.picked_up.gray_shulker_box: #9, 238(4%)
minecraft.mined.pink_shulker_box: #9, 134(4%)
minecraft.picked_up.pink_shulker_box: #9, 136(4%)
minecraft.used.pink_shulker_box: #9, 140(5%)
minecraft.crafted.lime_shulker_box: #9, 6(4%)
minecraft.mined.stone: #9, 253452(3%)
minecraft.mined.magma_block: #9, 1515(4%)
minecraft.picked_up.decorated_pot: #9, 94(4%)
minecraft.dropped.moss_carpet: #9, 912(4%)
minecraft.mined.bamboo_wall_sign: #9, 18(4%)
minecraft.picked_up.lapis_ore: #9, 109(4%)
minecraft.picked_up.seagrass: #9, 230(5%)
minecraft.picked_up.tuff_slab: #9, 70(4%)
minecraft.mined.bamboo_sign: #9, 11(4%)
minecraft.picked_up.magma_block: #9, 1413(4%)
minecraft.mined.oak_wall_sign: #9, 17(4%)
minecraft.mined.terracotta: #9, 6069(4%)
minecraft.used.spruce_door: #9, 17(4%)
minecraft.picked_up.terracotta: #9, 6268(3%)
minecraft.mined.calcite: #9, 1194(4%)
minecraft.dropped.chainmail_chestplate: #9, 4(5%)
minecraft.mined.cave_vines: #9, 29(4%)
minecraft.mined.dripstone_block: #9, 1525(3%)
minecraft.used.fishing_rod: #9, 1401(3%)
minecraft.crafted.jungle_fence: #9, 174(4%)
minecraft.mined.big_dripleaf_stem: #9, 9(5%)
minecraft.mined.gray_shulker_box: #9, 185(3%)
minecraft.custom.interact_with_beacon: #9, 44(3%)
minecraft.used.oxidized_copper_trapdoor: #9, 199(4%)
minecraft.dropped.iron_shovel: #9, 7(3%)
minecraft.picked_up.clay: #9, 913(3%)
minecraft.used.bamboo_trapdoor: #9, 446(3%)
minecraft.used.gray_shulker_box: #9, 178(3%)
minecraft.picked_up.diamond_ore: #9, 8(4%)
minecraft.picked_up.pointed_dripstone: #9, 980(3%)
minecraft.mined.coal_ore: #9, 5302(3%)
minecraft.picked_up.polished_blackstone_button: #9, 9(4%)
minecraft.custom.interact_with_brewingstand: #9, 418(3%)
minecraft.dropped.wheat_seeds: #9, 4897(3%)
minecraft.picked_up.stone_brick_stairs: #9, 141(3%)
minecraft.dropped.oak_slab: #9, 29(3%)
minecraft.used.iron_leggings: #9, 1(7%)
minecraft.crafted.mangrove_sign: #9, 45(4%)
minecraft.picked_up.egg: #9, 553(2%)
minecraft.picked_up.mangrove_roots: #9, 2313(3%)
minecraft.crafted.mossy_cobblestone_stairs: #9, 8(5%)
minecraft.crafted.slime_block: #9, 184(3%)
minecraft.crafted.oxidized_cut_copper_slab: #9, 66(4%)
minecraft.dropped.lantern: #9, 16(3%)
minecraft.mined.lilac: #9, 25(3%)
minecraft.crafted.cyan_terracotta: #9, 2368(3%)
minecraft.crafted.oxidized_copper_door: #9, 3(7%)
minecraft.crafted.gray_concrete_powder: #9, 2176(3%)
minecraft.picked_up.wither_rose: #9, 229(3%)
minecraft.crafted.enchanted_book: #9, 123(3%)
minecraft.crafted.brick_slab: #9, 20(4%)
minecraft.picked_up.end_stone_bricks: #9, 76(2%)
minecraft.mined.cherry_log: #9, 592(2%)
minecraft.mined.torch: #9, 913(2%)
minecraft.crafted.netherite_sword: #9, 1(5%)
minecraft.killed.phantom: #9, 28(2%)
minecraft.dropped.cookie: #9, 110(3%)
minecraft.crafted.light_blue_concrete_powder: #9, 768(3%)
minecraft.picked_up.music_disc_5: #9, 1(6%)
minecraft.mined.birch_button: #9, 2(5%)
minecraft.crafted.gold_block: #9, 161(2%)
minecraft.mined.polished_andesite: #9, 101(2%)
minecraft.mined.coarse_dirt: #9, 423(2%)
minecraft.mined.granite_wall: #9, 5(4%)
minecraft.picked_up.end_stone: #9, 365(2%)
minecraft.picked_up.green_terracotta: #9, 42(3%)
minecraft.picked_up.oxidized_copper_door: #9, 3(3%)
minecraft.mined.spruce_wood: #9, 29(2%)
minecraft.picked_up.red_sand: #9, 3329(2%)
minecraft.used.tuff_brick_stairs: #9, 245(2%)
minecraft.picked_up.glow_lichen: #9, 978(2%)
minecraft.crafted.oak_stairs: #9, 72(2%)
minecraft.crafted.bamboo_sign: #9, 117(2%)
minecraft.dropped.poisonous_potato: #9, 3(3%)
minecraft.mined.spruce_pressure_plate: #9, 3(3%)
minecraft.used.gray_concrete_powder: #9, 1349(2%)
minecraft.picked_up.jungle_sign: #9, 9(2%)
minecraft.picked_up.gray_terracotta: #9, 42(2%)
minecraft.used.light_blue_shulker_box: #9, 103(2%)
minecraft.dropped.azure_bluet: #9, 24(2%)
minecraft.picked_up.light_blue_shulker_box: #9, 98(2%)
minecraft.used.sweet_berries: #9, 268(2%)
minecraft.used.jungle_leaves: #9, 181(2%)
minecraft.picked_up.pale_moss_carpet: #9, 188(2%)
minecraft.used.lapis_ore: #9, 23(2%)
minecraft.crafted.mangrove_wood: #9, 147(2%)
minecraft.dropped.emerald_block: #9, 62(3%)
minecraft.crafted.red_sandstone: #9, 626(2%)
minecraft.mined.light_blue_shulker_box: #9, 97(2%)
minecraft.mined.sea_pickle: #9, 42(2%)
minecraft.picked_up.brown_mushroom_block: #9, 843(2%)
minecraft.crafted.waxed_oxidized_cut_copper_stairs: #9, 16(3%)
minecraft.custom.boat_one_cm: #10, 5614683(5%)
minecraft.used.red_banner: #9, 7(2%)
minecraft.dropped.cornflower: #9, 16(1%)
minecraft.crafted.light_gray_carpet: #9, 219(2%)
minecraft.used.turtle_egg: #9, 17(2%)
minecraft.used.ice: #9, 387(2%)
minecraft.used.dark_prismarine_stairs: #9, 25(3%)
minecraft.dropped.dark_oak_planks: #9, 24(1%)
minecraft.picked_up.wet_sponge: #9, 257(2%)
minecraft.picked_up.diamond_horse_armor: #9, 1(3%)
minecraft.used.cyan_concrete_powder: #9, 128(2%)
minecraft.used.deepslate_lapis_ore: #9, 31(2%)
minecraft.dropped.mangrove_roots: #9, 50(2%)
minecraft.crafted.polished_blackstone_button: #9, 26(1%)
minecraft.dropped.acacia_log: #9, 8(2%)
minecraft.used.oxidized_cut_copper_stairs: #9, 70(2%)
minecraft.killed_by.player: #10, 91(3%)
minecraft.used.diorite: #9, 593(1%)
minecraft.mined.mud_bricks: #9, 54(1%)
minecraft.dropped.glass_pane: #9, 21(2%)
minecraft.dropped.acacia_sign: #9, 1(3%)
minecraft.used.conduit: #9, 1(3%)
minecraft.picked_up.mud_brick_stairs: #9, 9(2%)
minecraft.used.gray_dye: #9, 1(3%)
minecraft.mined.black_stained_glass: #9, 71(1%)
minecraft.dropped.deepslate_diamond_ore: #9, 9(2%)
minecraft.picked_up.golden_sword: #9, 22(1%)
minecraft.mined.jungle_fence_gate: #9, 2(2%)
minecraft.picked_up.tall_dry_grass: #9, 12(2%)
minecraft.dropped.andesite_slab: #9, 10(2%)
minecraft.used.cyan_concrete: #9, 51(2%)
minecraft.dropped.elytra: #10, 12(4%)
minecraft.crafted.polished_andesite_stairs: #9, 6(2%)
minecraft.dropped.iron_trapdoor: #9, 4(2%)
minecraft.crafted.crimson_hyphae: #9, 18(2%)
minecraft.picked_up.cauldron: #10, 21(5%)
minecraft.used.smooth_sandstone_slab: #9, 97(2%)
minecraft.crafted.bamboo_stairs: #9, 36(1%)
minecraft.crafted.oxidized_cut_copper_stairs: #9, 12(2%)
minecraft.used.stripped_warped_hyphae: #9, 10(2%)
minecraft.crafted.cyan_carpet: #9, 54(1%)
minecraft.used.polished_tuff: #10, 2243(5%)
minecraft.used.gray_concrete: #9, 511(1%)
minecraft.crafted.polished_granite: #9, 128(1%)
minecraft.picked_up.arrow: #10, 4648(4%)
minecraft.dropped.white_carpet: #9, 7(1%)
minecraft.dropped.vine: #9, 4(2%)
minecraft.crafted.orange_bed: #9, 1(2%)
minecraft.dropped.carved_pumpkin: #10, 52(4%)
minecraft.used.diamond_axe: #10, 46392(4%)
minecraft.used.pale_hanging_moss: #9, 25(2%)
minecraft.picked_up.waxed_weathered_copper_grate: #9, 5(1%)
minecraft.used.dark_prismarine: #9, 79(1%)
minecraft.used.sponge: #9, 120(1%)
minecraft.mined.orange_stained_glass_pane: #9, 7(1%)
minecraft.picked_up.granite_wall: #9, 5(1%)
minecraft.mined.prismarine_bricks: #9, 173(1%)
minecraft.mined.purpur_pillar: #9, 16(1%)
minecraft.used.oak_boat: #10, 61(5%)
minecraft.picked_up.music_disc_pigstep: #9, 1(2%)
minecraft.dropped.light_gray_concrete_powder: #9, 20(1%)
minecraft.used.deepslate_copper_ore: #9, 24(1%)
minecraft.dropped.dark_oak_leaves: #9, 7(1%)
minecraft.picked_up.blackstone_slab: #9, 13(1%)
minecraft.dropped.magma_cream: #9, 3(1%)
minecraft.dropped.pink_tulip: #9, 4(1%)
minecraft.used.tropical_fish_bucket: #9, 6(1%)
minecraft.dropped.light_gray_wool: #9, 15(1%)
minecraft.custom.damage_taken: #9, 873367(0%)
minecraft.picked_up.brain_coral_fan: #9, 20(1%)
minecraft.dropped.gold_ore: #9, 1(1%)
minecraft.dropped.purple_wool: #9, 2(1%)
minecraft.dropped.crimson_roots: #9, 7(1%)
minecraft.picked_up.light_blue_stained_glass_pane: #9, 4(1%)
minecraft.mined.waxed_exposed_cut_copper_stairs: #9, 2(1%)
minecraft.dropped.jungle_fence: #9, 2(1%)
minecraft.used.dark_oak_hanging_sign: #9, 2(1%)
minecraft.mined.chest: #10, 716(4%)
minecraft.used.emerald_ore: #9, 2(1%)
minecraft.dropped.cobblestone_stairs: #9, 1(1%)
minecraft.dropped.flowering_azalea_leaves: #9, 14(0%)
minecraft.picked_up.pale_oak_fence: #9, 4(0%)
minecraft.mined.polished_tuff: #10, 463(4%)
minecraft.used.oxidized_chiseled_copper: #9, 7(0%)
minecraft.picked_up.waxed_exposed_cut_copper_stairs: #9, 1(0%)
minecraft.dropped.polished_diorite: #9, 2(0%)
minecraft.dropped.polished_blackstone_bricks: #9, 2(0%)
minecraft.custom.damage_dealt: #10, 1660972(3%)
minecraft.used.jack_o_lantern: #9, 4(0%)
minecraft.picked_up.torch: #10, 4834(4%)
minecraft.used.dead_brain_coral_block: #9, 2(0%)
minecraft.used.polished_blackstone_brick_stairs: #9, 3(0%)
minecraft.mined.dark_oak_slab: #10, 131(4%)
minecraft.dropped.blue_ice: #9, 3(0%)
minecraft.used.bubble_coral_block: #9, 1(0%)
minecraft.dropped.gray_concrete: #9, 3(0%)
minecraft.used.lime_carpet: #9, 9(0%)
minecraft.crafted.spruce_button: #9, 29(0%)
minecraft.used.stripped_crimson_stem: #9, 1(0%)
minecraft.used.spruce_button: #9, 29(0%)
minecraft.dropped.prismarine_crystals: #9, 2(0%)
minecraft.used.waxed_oxidized_chiseled_copper: #9, 1(0%)
minecraft.picked_up.chiseled_quartz_block: #9, 1(0%)
minecraft.dropped.experience_bottle: #9, 13(0%)
minecraft.picked_up.magenta_concrete_powder: #9, 3(0%)
minecraft.used.cracked_deepslate_tiles: #9, 1(0%)
minecraft.killed.witch: #9, 52(0%)
minecraft.picked_up.prismarine_shard: #9, 15(0%)
minecraft.killed.zombified_piglin: #9, 168(0%)
minecraft.custom.raid_trigger: #9, 8(0%)
minecraft.dropped.prismarine_shard: #9, 6(0%)
minecraft.picked_up.oak_boat: #10, 67(4%)
minecraft.picked_up.spruce_boat: #10, 26(4%)
minecraft.picked_up.basalt: #10, 1172(4%)
minecraft.dropped.water_bucket: #10, 18(4%)
minecraft.picked_up.mangrove_log: #10, 1596(4%)
minecraft.mined.clay: #10, 1766(4%)
minecraft.mined.sand: #10, 50169(4%)
minecraft.picked_up.black_concrete: #10, 773(4%)
minecraft.used.stone_brick_stairs: #10, 419(4%)
minecraft.used.soul_sand: #10, 423(4%)
minecraft.picked_up.salmon: #10, 288(3%)
minecraft.crafted.player_head: #10, 648(5%)
minecraft.picked_up.spruce_sign: #10, 76(3%)
minecraft.picked_up.netherite_leggings: #10, 15(4%)
minecraft.mined.carrots: #10, 361(3%)
minecraft.crafted.netherite_pickaxe: #10, 2(5%)
minecraft.used.smooth_quartz_stairs: #10, 223(4%)
minecraft.dropped.golden_leggings: #10, 9(4%)
minecraft.picked_up.melon_slice: #10, 1893(3%)
minecraft.picked_up.dripstone_block: #10, 1334(3%)
minecraft.mined.acacia_leaves: #10, 1001(3%)
minecraft.picked_up.calcite: #10, 1185(3%)
minecraft.killed.squid: #10, 196(3%)
minecraft.crafted.white_bed: #10, 19(3%)
minecraft.killed.spider: #10, 186(3%)
minecraft.mined.spruce_door: #10, 5(3%)
minecraft.dropped.wheat: #10, 524(3%)
minecraft.picked_up.tripwire_hook: #10, 19(3%)
minecraft.picked_up.brown_wool: #10, 155(3%)
minecraft.picked_up.netherite_chestplate: #10, 3(4%)
minecraft.used.cobbled_deepslate_slab: #10, 585(3%)
minecraft.picked_up.iron_shovel: #10, 9(3%)
minecraft.mined.glass: #10, 589(3%)
minecraft.used.waxed_oxidized_copper: #10, 297(3%)
minecraft.dropped.waxed_cut_copper_slab: #10, 3(5%)
minecraft.used.tuff_brick_slab: #10, 281(3%)
minecraft.picked_up.saddle: #10, 20(2%)
minecraft.crafted.ender_chest: #10, 29(3%)
minecraft.picked_up.copper_ore: #10, 1523(2%)
minecraft.used.soul_soil: #10, 244(3%)
minecraft.dropped.bucket: #10, 51(2%)
minecraft.mined.birch_trapdoor: #10, 14(3%)
minecraft.crafted.dark_oak_stairs: #10, 184(3%)
minecraft.picked_up.oak_sapling: #10, 816(2%)
minecraft.used.bricks: #10, 408(2%)
minecraft.dropped.name_tag: #10, 8(3%)
minecraft.dropped.gold_nugget: #10, 343(2%)
minecraft.picked_up.sea_lantern: #10, 44(3%)
minecraft.mined.waxed_copper_bulb: #10, 37(3%)
minecraft.mined.waxed_oxidized_copper_bulb: #10, 5(3%)
minecraft.crafted.netherite_shovel: #10, 1(5%)
minecraft.crafted.bread: #10, 689(2%)
minecraft.picked_up.waxed_copper_bulb: #10, 36(3%)
minecraft.mined.tuff_brick_slab: #10, 42(2%)
minecraft.dropped.beetroot_seeds: #10, 457(2%)
minecraft.used.flowering_azalea: #10, 34(2%)
minecraft.used.polished_blackstone_button: #10, 31(2%)
minecraft.mined.red_sand: #10, 3328(2%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #10, 5(3%)
minecraft.mined.deepslate_brick_wall: #10, 12(3%)
minecraft.used.end_stone: #10, 142(2%)
minecraft.crafted.polished_andesite: #10, 364(2%)
minecraft.picked_up.coarse_dirt: #10, 434(2%)
minecraft.picked_up.blue_dye: #10, 17(2%)
minecraft.dropped.cooked_chicken: #10, 68(2%)
minecraft.used.yellow_terracotta: #10, 172(2%)
minecraft.picked_up.spruce_wood: #10, 36(2%)
minecraft.used.salmon: #10, 3(3%)
minecraft.mined.deepslate_diamond_ore: #10, 1016(2%)
minecraft.used.jungle_sign: #10, 21(2%)
minecraft.mined.tuff_brick_stairs: #10, 31(2%)
minecraft.picked_up.orange_wool: #10, 131(2%)
minecraft.crafted.green_stained_glass_pane: #10, 80(3%)
minecraft.used.mangrove_sign: #10, 23(2%)
minecraft.dropped.chainmail_boots: #10, 3(2%)
minecraft.picked_up.oak_leaves: #10, 2628(2%)
minecraft.dropped.purpur_slab: #10, 2(3%)
minecraft.used.deepslate_diamond_ore: #10, 319(1%)
minecraft.crafted.spruce_fence_gate: #10, 93(1%)
minecraft.crafted.mangrove_hanging_sign: #10, 6(3%)
minecraft.crafted.deepslate_tile_slab: #10, 48(2%)
minecraft.dropped.carrot_on_a_stick: #10, 1(3%)
minecraft.picked_up.pale_hanging_moss: #10, 32(2%)
minecraft.mined.brown_mushroom_block: #10, 920(1%)
minecraft.mined.purpur_block: #10, 166(1%)
minecraft.used.white_stained_glass: #10, 446(1%)
minecraft.picked_up.deepslate_diamond_ore: #10, 349(1%)
minecraft.used.white_tulip: #10, 3(2%)
minecraft.picked_up.sunflower: #11, 832(5%)
minecraft.picked_up.green_concrete_powder: #10, 18(2%)
minecraft.picked_up.polished_tuff: #11, 641(5%)
minecraft.picked_up.torchflower: #10, 22(1%)
minecraft.used.experience_bottle: #10, 174(1%)
minecraft.dropped.orange_terracotta: #10, 28(1%)
minecraft.picked_up.birch_leaves: #10, 1250(1%)
minecraft.picked_up.cyan_dye: #10, 12(1%)
minecraft.used.diamond_block: #10, 68(1%)
minecraft.picked_up.warped_sign: #10, 4(2%)
minecraft.used.warped_fence: #10, 28(1%)
minecraft.used.stone_sword: #10, 108(1%)
minecraft.used.bamboo_hanging_sign: #10, 2(1%)
minecraft.picked_up.orange_stained_glass: #10, 18(1%)
minecraft.dropped.azalea: #10, 67(1%)
minecraft.dropped.coarse_dirt: #10, 28(1%)
minecraft.crafted.warped_fence: #10, 42(2%)
minecraft.picked_up.quartz_block: #10, 114(1%)
minecraft.crafted.red_stained_glass_pane: #10, 48(1%)
minecraft.used.lime_stained_glass: #10, 87(1%)
minecraft.used.chiseled_stone_bricks: #10, 26(1%)
minecraft.used.orange_banner: #10, 3(1%)
minecraft.picked_up.red_sandstone: #10, 13(1%)
minecraft.used.bread: #10, 72(1%)
minecraft.crafted.yellow_banner: #10, 5(1%)
minecraft.dropped.dark_oak_fence: #10, 4(1%)
minecraft.picked_up.snow_block: #10, 737(1%)
minecraft.dropped.rooted_dirt: #10, 14(1%)
minecraft.used.netherite_chestplate: #10, 6(1%)
minecraft.dropped.black_stained_glass: #10, 4(1%)
minecraft.used.pink_dye: #10, 2(1%)
minecraft.dropped.polished_tuff_slab: #10, 6(1%)
minecraft.crafted.waxed_exposed_chiseled_copper: #10, 4(1%)
minecraft.used.red_stained_glass: #10, 121(1%)
minecraft.mined.spruce_stairs: #11, 207(4%)
minecraft.mined.mossy_stone_brick_slab: #10, 1(1%)
minecraft.dropped.packed_mud: #10, 21(1%)
minecraft.used.cauldron: #11, 48(4%)
minecraft.picked_up.prismarine_bricks: #10, 170(1%)
minecraft.mined.waxed_cut_copper_stairs: #10, 2(1%)
minecraft.used.orange_concrete_powder: #10, 128(1%)
minecraft.picked_up.jungle_fence_gate: #10, 2(1%)
minecraft.dropped.stripped_spruce_wood: #10, 1(1%)
minecraft.crafted.pumpkin_pie: #10, 44(1%)
minecraft.dropped.diamond_helmet: #11, 4(4%)
minecraft.dropped.polished_basalt: #10, 2(1%)
minecraft.crafted.stone_brick_slab: #10, 76(0%)
minecraft.mined.infested_stone: #10, 8(1%)
minecraft.picked_up.prismarine: #10, 71(1%)
minecraft.mined.deepslate_brick_stairs: #10, 22(0%)
minecraft.mined.player_head: #11, 131(4%)
minecraft.picked_up.map: #10, 5(1%)
minecraft.picked_up.quartz_slab: #10, 22(0%)
minecraft.dropped.tuff_brick_slab: #10, 4(1%)
minecraft.crafted.fletching_table: #10, 1(1%)
minecraft.picked_up.spruce_slab: #11, 656(4%)
minecraft.mined.gray_wool: #10, 32(0%)
minecraft.mined.loom: #11, 10(5%)
minecraft.picked_up.waxed_exposed_chiseled_copper: #10, 1(1%)
minecraft.mined.waxed_exposed_chiseled_copper: #10, 1(1%)
minecraft.dropped.crying_obsidian: #10, 7(0%)
minecraft.used.sandstone_wall: #10, 12(0%)
minecraft.dropped.cherry_sapling: #10, 3(0%)
minecraft.mined.dark_oak_button: #10, 1(0%)
minecraft.mined.flower_pot: #11, 14(5%)
minecraft.mined.melon: #11, 1212(4%)
minecraft.picked_up.warped_hyphae: #10, 2(1%)
minecraft.dropped.white_concrete_powder: #10, 3(0%)
minecraft.picked_up.dark_oak_button: #10, 2(0%)
minecraft.used.stripped_acacia_log: #10, 22(0%)
minecraft.mined.purple_stained_glass: #10, 6(0%)
minecraft.mined.dead_brain_coral_block: #10, 3(0%)
minecraft.picked_up.light_blue_concrete_powder: #10, 3(0%)
