stat, rank, value, (percentage) 
minecraft.crafted.polished_blackstone_brick_stairs: #6, 8(1%)
minecraft.mined.cut_copper_stairs: #6, 5(2%)
minecraft.killed.polar_bear: #6, 1(2%)
minecraft.used.purpur_block: #6, 93(1%)
minecraft.used.magenta_dye: #6, 2(1%)
minecraft.used.activator_rail: #6, 56(1%)
minecraft.crafted.cooked_cod: #6, 66(1%)
minecraft.dropped.cobbled_deepslate_stairs: #6, 4(1%)
minecraft.picked_up.cracked_deepslate_bricks: #6, 15(1%)
minecraft.mined.cherry_slab: #6, 3(1%)
minecraft.used.cherry_slab: #6, 12(1%)
minecraft.used.waxed_cut_copper_stairs: #6, 7(2%)
minecraft.dropped.oak_sapling: #7, 213(5%)
minecraft.killed.cat: #6, 1(1%)
minecraft.dropped.stripped_jungle_log: #6, 3(1%)
minecraft.crafted.waxed_oxidized_cut_copper_slab: #7, 64(8%)
minecraft.used.orange_wool: #7, 196(5%)
minecraft.dropped.pale_oak_planks: #6, 4(1%)
minecraft.dropped.chest_minecart: #6, 1(1%)
minecraft.mined.furnace: #7, 129(4%)
minecraft.used.magenta_stained_glass_pane: #6, 19(1%)
minecraft.picked_up.name_tag: #7, 44(4%)
minecraft.crafted.birch_slab: #7, 618(5%)
minecraft.picked_up.glass_bottle: #7, 1499(3%)
minecraft.mined.terracotta: #7, 7499(4%)
minecraft.used.pink_stained_glass_pane: #6, 20(1%)
minecraft.dropped.dirt: #7, 5370(4%)
minecraft.dropped.polished_blackstone_bricks: #6, 4(1%)
minecraft.used.crimson_fence_gate: #6, 1(1%)
minecraft.picked_up.mycelium: #6, 49(1%)
minecraft.dropped.blue_ice: #6, 9(1%)
minecraft.picked_up.acacia_fence: #7, 39(6%)
minecraft.mined.gold_block: #7, 324(5%)
minecraft.used.melon_slice: #7, 198(5%)
minecraft.picked_up.terracotta: #7, 7608(4%)
minecraft.used.exposed_cut_copper_slab: #6, 1(1%)
minecraft.used.green_wool: #7, 557(5%)
minecraft.crafted.experience_bottle: #6, 108(0%)
minecraft.dropped.green_stained_glass_pane: #6, 1(1%)
minecraft.mined.end_stone_bricks: #7, 90(5%)
minecraft.used.short_dry_grass: #6, 3(1%)
minecraft.crafted.magenta_banner: #6, 1(1%)
minecraft.picked_up.iron_shovel: #7, 14(5%)
minecraft.killed_by.guardian: #7, 9(7%)
minecraft.dropped.blue_concrete_powder: #6, 1(1%)
minecraft.used.pumpkin_pie: #6, 8(0%)
minecraft.used.mud: #7, 4112(4%)
minecraft.dropped.polished_blackstone_slab: #6, 1(0%)
minecraft.dropped.hopper_minecart: #6, 2(0%)
minecraft.used.red_nether_brick_stairs: #6, 3(0%)
minecraft.picked_up.raw_copper_block: #7, 104(5%)
minecraft.mined.lime_concrete_powder: #6, 1(0%)
minecraft.dropped.pink_concrete_powder: #6, 1(0%)
minecraft.dropped.brown_concrete: #6, 1(0%)
minecraft.mined.tall_seagrass: #7, 241(4%)
minecraft.dropped.chainmail_leggings: #7, 5(6%)
minecraft.used.warped_sign: #7, 54(6%)
minecraft.crafted.white_candle: #6, 8(0%)
minecraft.crafted.iron_ingot: #7, 33918(4%)
minecraft.used.diamond_boots: #7, 16(3%)
minecraft.used.basalt: #7, 890(5%)
minecraft.crafted.prismarine: #6, 4(0%)
minecraft.picked_up.cut_red_sandstone_slab: #6, 1(0%)
minecraft.used.cut_red_sandstone_slab: #6, 1(0%)
minecraft.mined.dark_oak_fence: #7, 134(4%)
minecraft.picked_up.bee_nest: #7, 32(5%)
minecraft.dropped.player_head: #7, 589(3%)
minecraft.dropped.chain: #7, 70(5%)
minecraft.crafted.light_gray_concrete_powder: #7, 1576(5%)
minecraft.used.experience_bottle: #7, 670(5%)
minecraft.mined.podzol: #7, 676(4%)
minecraft.used.lime_concrete_powder: #7, 653(6%)
minecraft.crafted.brick: #7, 5116(4%)
minecraft.picked_up.dark_oak_stairs: #7, 78(4%)
minecraft.used.white_carpet: #7, 266(4%)
minecraft.picked_up.dark_oak_fence: #7, 156(4%)
minecraft.picked_up.glistering_melon_slice: #7, 42(5%)
minecraft.used.brown_concrete_powder: #7, 310(4%)
minecraft.used.calcite: #7, 605(4%)
minecraft.mined.bamboo_door: #7, 4(6%)
minecraft.custom.fish_caught: #7, 746(3%)
minecraft.used.lightning_rod: #7, 249(4%)
minecraft.mined.attached_melon_stem: #7, 7(4%)
minecraft.used.polished_diorite: #7, 330(4%)
minecraft.used.stripped_oak_log: #7, 161(4%)
minecraft.mined.red_wool: #7, 79(4%)
minecraft.used.brown_terracotta: #7, 156(4%)
minecraft.crafted.iron_sword: #7, 10(3%)
minecraft.picked_up.ghast_tear: #7, 60(3%)
minecraft.used.smooth_quartz: #7, 1654(3%)
minecraft.crafted.black_wool: #7, 623(5%)
minecraft.picked_up.yellow_concrete: #7, 759(3%)
minecraft.used.cyan_concrete: #7, 150(5%)
minecraft.used.waxed_exposed_copper_bulb: #7, 20(5%)
minecraft.crafted.netherite_hoe: #7, 1(8%)
minecraft.mined.oak_pressure_plate: #7, 2(5%)
minecraft.mined.red_candle: #7, 6(6%)
minecraft.dropped.wooden_axe: #7, 1(7%)
minecraft.picked_up.birch_sapling: #7, 442(3%)
minecraft.dropped.bamboo: #7, 1868(3%)
minecraft.mined.pearlescent_froglight: #7, 181(3%)
minecraft.crafted.copper_block: #7, 1035(3%)
minecraft.picked_up.pufferfish: #7, 118(3%)
minecraft.mined.stone_brick_wall: #7, 34(4%)
minecraft.crafted.lime_concrete_powder: #7, 664(4%)
minecraft.used.green_banner: #7, 7(4%)
minecraft.picked_up.smooth_stone_slab: #7, 418(3%)
minecraft.crafted.cherry_wood: #7, 48(5%)
minecraft.picked_up.dark_oak_wood: #7, 18(4%)
minecraft.mined.blackstone_slab: #7, 25(4%)
minecraft.crafted.beehive: #7, 303(4%)
minecraft.crafted.light_gray_stained_glass_pane: #7, 352(4%)
minecraft.picked_up.mangrove_hanging_sign: #7, 4(6%)
minecraft.dropped.purple_bed: #7, 1(9%)
minecraft.used.birch_planks: #8, 942(7%)
minecraft.picked_up.iron_hoe: #7, 2(4%)
minecraft.crafted.light_blue_concrete_powder: #7, 936(3%)
minecraft.picked_up.deepslate_diamond_ore: #7, 741(2%)
minecraft.crafted.golden_carrot: #7, 3847(3%)
minecraft.mined.polished_granite: #7, 50(3%)
minecraft.picked_up.heartbreak_pottery_sherd: #7, 2(7%)
minecraft.used.brick_stairs: #7, 23(4%)
minecraft.mined.cherry_sapling: #7, 7(4%)
minecraft.mined.granite_wall: #7, 6(4%)
minecraft.mined.nether_wart_block: #7, 618(3%)
minecraft.dropped.quartz: #7, 93(3%)
minecraft.used.diamond_helmet: #7, 5(3%)
minecraft.picked_up.pale_oak_leaves: #7, 252(3%)
minecraft.crafted.daylight_detector: #7, 113(3%)
minecraft.used.jungle_button: #7, 17(5%)
minecraft.crafted.tinted_glass: #7, 392(4%)
minecraft.used.light_blue_concrete: #7, 608(3%)
minecraft.crafted.green_concrete_powder: #7, 416(3%)
minecraft.picked_up.gray_terracotta: #7, 55(3%)
minecraft.mined.spore_blossom: #7, 19(3%)
minecraft.crafted.smooth_stone_slab: #7, 780(2%)
minecraft.used.yellow_carpet: #7, 118(3%)
minecraft.mined.blackstone_stairs: #7, 6(3%)
minecraft.picked_up.coast_armor_trim_smithing_template: #7, 2(6%)
minecraft.crafted.mossy_cobblestone_wall: #7, 12(4%)
minecraft.dropped.cyan_shulker_box: #7, 2(5%)
minecraft.used.beetroot: #7, 10(3%)
minecraft.picked_up.beetroot: #7, 577(2%)
minecraft.picked_up.waxed_weathered_copper_bulb: #7, 14(4%)
minecraft.used.brick_wall: #7, 26(3%)
minecraft.crafted.white_wool: #7, 665(3%)
minecraft.mined.mangrove_wood: #7, 14(3%)
minecraft.mined.magenta_stained_glass: #7, 10(3%)
minecraft.picked_up.nether_wart_block: #7, 533(2%)
minecraft.used.gray_stained_glass_pane: #7, 153(3%)
minecraft.picked_up.ladder: #8, 490(6%)
minecraft.mined.light_blue_concrete: #7, 449(3%)
minecraft.crafted.recovery_compass: #7, 1(7%)
minecraft.dropped.slime_block: #7, 95(3%)
minecraft.dropped.red_mushroom: #7, 5(2%)
minecraft.mined.polished_blackstone_wall: #7, 7(5%)
minecraft.crafted.yellow_wool: #7, 158(3%)
minecraft.picked_up.bamboo_planks: #7, 632(2%)
minecraft.crafted.orange_concrete_powder: #7, 632(3%)
minecraft.dropped.light_gray_wool: #7, 54(2%)
minecraft.picked_up.spruce_pressure_plate: #7, 6(3%)
minecraft.dropped.anvil: #7, 4(3%)
minecraft.used.gray_terracotta: #7, 119(3%)
minecraft.picked_up.potion: #8, 235(5%)
minecraft.used.carrot: #8, 866(5%)
minecraft.killed.happy_ghast: #7, 14(3%)
minecraft.used.cooked_mutton: #7, 57(2%)
minecraft.mined.green_concrete: #7, 123(3%)
minecraft.dropped.smithing_table: #7, 1(6%)
minecraft.mined.blue_stained_glass: #7, 10(5%)
minecraft.dropped.heavy_weighted_pressure_plate: #7, 2(4%)
minecraft.picked_up.brain_coral: #7, 17(2%)
minecraft.crafted.bamboo_door: #7, 18(2%)
minecraft.dropped.polished_blackstone_button: #7, 2(5%)
minecraft.mined.wet_sponge: #7, 288(2%)
minecraft.used.sponge: #7, 252(2%)
minecraft.dropped.iron_ingot: #7, 424(2%)
minecraft.used.bush: #7, 38(4%)
minecraft.used.bowl: #7, 1(4%)
minecraft.mined.black_stained_glass: #7, 95(2%)
minecraft.mined.nether_quartz_ore: #8, 2536(6%)
minecraft.dropped.beetroot: #7, 402(2%)
minecraft.crafted.brown_dye: #7, 283(2%)
minecraft.mined.granite_slab: #7, 6(3%)
minecraft.crafted.yellow_concrete_powder: #7, 520(2%)
minecraft.picked_up.blackstone_slab: #7, 29(2%)
minecraft.dropped.deepslate_diamond_ore: #7, 11(2%)
minecraft.picked_up.oxeye_daisy: #7, 122(1%)
minecraft.crafted.polished_granite_stairs: #7, 7(4%)
minecraft.mined.oak_planks: #8, 406(5%)
minecraft.mined.obsidian: #8, 947(5%)
minecraft.killed.dolphin: #7, 1(4%)
minecraft.used.scaffolding: #8, 10151(5%)
minecraft.picked_up.gray_concrete_powder: #7, 330(2%)
minecraft.crafted.stone: #8, 731(5%)
minecraft.picked_up.friend_pottery_sherd: #7, 1(4%)
minecraft.picked_up.netherite_leggings: #8, 22(5%)
minecraft.picked_up.fire_coral: #7, 14(2%)
minecraft.dropped.glowstone_dust: #7, 73(2%)
minecraft.picked_up.iron_boots: #8, 15(5%)
minecraft.dropped.coal: #7, 302(1%)
minecraft.used.snowball: #8, 265(4%)
minecraft.dropped.diamond_leggings: #8, 7(5%)
minecraft.crafted.cherry_slab: #7, 48(2%)
minecraft.crafted.wooden_hoe: #7, 1(3%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #7, 92(2%)
minecraft.used.seagrass: #7, 20(2%)
minecraft.mined.cyan_stained_glass: #7, 17(2%)
minecraft.picked_up.purpur_pillar: #7, 55(1%)
minecraft.picked_up.warped_button: #7, 3(3%)
minecraft.picked_up.deepslate_brick_stairs: #7, 70(1%)
minecraft.dropped.deepslate_redstone_ore: #7, 12(2%)
minecraft.picked_up.chiseled_sandstone: #7, 11(2%)
minecraft.dropped.cauldron: #7, 2(3%)
minecraft.picked_up.chorus_flower: #7, 44(1%)
minecraft.dropped.splash_potion: #7, 12(1%)
minecraft.crafted.birch_boat: #7, 2(2%)
minecraft.mined.mossy_stone_brick_slab: #7, 2(2%)
minecraft.mined.chiseled_sandstone: #7, 8(2%)
minecraft.mined.stripped_cherry_log: #7, 30(1%)
minecraft.mined.warped_planks: #8, 89(6%)
minecraft.crafted.pink_concrete_powder: #7, 184(1%)
minecraft.crafted.dark_oak_hanging_sign: #7, 6(2%)
minecraft.dropped.diamond_shovel: #8, 12(5%)
minecraft.picked_up.netherite_boots: #8, 20(5%)
minecraft.used.tropical_fish_bucket: #7, 11(2%)
minecraft.dropped.black_shulker_box: #7, 1(3%)
minecraft.dropped.emerald: #7, 396(1%)
minecraft.used.birch_fence_gate: #7, 15(2%)
minecraft.mined.fire_coral_wall_fan: #7, 35(1%)
minecraft.mined.copper_ore: #8, 6000(5%)
minecraft.crafted.slime_ball: #7, 756(1%)
minecraft.dropped.stone_brick_wall: #7, 5(3%)
minecraft.used.light_blue_stained_glass_pane: #7, 40(1%)
minecraft.picked_up.resin_clump: #7, 413(1%)
minecraft.picked_up.ice: #7, 1623(1%)
minecraft.mined.cracked_polished_blackstone_bricks: #7, 68(1%)
minecraft.mined.hanging_roots: #7, 20(2%)
minecraft.mined.dark_oak_slab: #8, 152(5%)
minecraft.mined.brown_stained_glass: #7, 9(2%)
minecraft.picked_up.shield: #8, 20(5%)
minecraft.used.observer: #8, 1416(5%)
minecraft.used.jack_o_lantern: #7, 20(2%)
minecraft.mined.potted_cherry_sapling: #7, 1(2%)
minecraft.used.smooth_red_sandstone_slab: #7, 44(2%)
minecraft.broken.stone_hoe: #7, 1(2%)
minecraft.crafted.emerald: #8, 24854(5%)
minecraft.picked_up.disc_fragment_5: #7, 3(2%)
minecraft.dropped.rose_bush: #7, 8(1%)
minecraft.mined.weathered_copper_bulb: #7, 2(2%)
minecraft.picked_up.weathered_copper_bulb: #7, 2(2%)
minecraft.dropped.cyan_carpet: #7, 1(2%)
minecraft.used.oak_trapdoor: #8, 310(5%)
minecraft.used.black_terracotta: #7, 197(1%)
minecraft.mined.tube_coral: #7, 7(1%)
minecraft.picked_up.potato: #8, 2013(4%)
minecraft.picked_up.diamond_chestplate: #8, 18(5%)
minecraft.dropped.end_stone: #7, 14(1%)
minecraft.mined.warped_hyphae: #7, 2(2%)
minecraft.killed.wither: #7, 3(1%)
minecraft.mined.light_gray_carpet: #8, 56(5%)
minecraft.picked_up.pink_stained_glass: #7, 8(1%)
minecraft.picked_up.waxed_exposed_chiseled_copper: #7, 2(1%)
minecraft.dropped.coal_block: #7, 10(1%)
minecraft.crafted.orange_stained_glass_pane: #7, 64(1%)
minecraft.picked_up.exposed_chiseled_copper: #7, 1(1%)
minecraft.used.powered_rail: #8, 1116(4%)
minecraft.crafted.prismarine_brick_slab: #7, 6(1%)
minecraft.crafted.hopper: #8, 1304(4%)
minecraft.mined.clay: #8, 2061(4%)
minecraft.used.waxed_chiseled_copper: #7, 28(1%)
minecraft.used.iron_trapdoor: #8, 436(4%)
minecraft.mined.beetroots: #8, 210(5%)
minecraft.used.horn_coral_fan: #7, 4(1%)
minecraft.crafted.cut_copper_stairs: #7, 4(1%)
minecraft.used.oak_planks: #8, 632(4%)
minecraft.dropped.diamond_sword: #8, 11(4%)
minecraft.used.dark_oak_slab: #8, 831(4%)
minecraft.picked_up.sand: #8, 74722(4%)
minecraft.picked_up.green_bed: #7, 3(1%)
minecraft.picked_up.gold_nugget: #8, 2958(4%)
minecraft.crafted.waxed_chiseled_copper: #7, 4(1%)
minecraft.used.rotten_flesh: #8, 92(5%)
minecraft.dropped.cyan_concrete_powder: #7, 1(1%)
minecraft.used.yellow_stained_glass_pane: #7, 34(0%)
minecraft.dropped.green_concrete: #7, 1(1%)
minecraft.crafted.cherry_stairs: #7, 4(1%)
minecraft.picked_up.lime_banner: #7, 1(1%)
minecraft.picked_up.orange_concrete_powder: #7, 43(0%)
minecraft.picked_up.brown_stained_glass: #7, 8(1%)
minecraft.dropped.polished_deepslate_wall: #7, 2(1%)
minecraft.used.bubble_coral: #7, 1(1%)
minecraft.dropped.brown_carpet: #7, 1(1%)
minecraft.mined.black_stained_glass_pane: #8, 22(5%)
minecraft.used.light_blue_carpet: #7, 27(0%)
minecraft.used.polished_blackstone_slab: #7, 13(0%)
minecraft.dropped.mushroom_stem: #7, 2(1%)
minecraft.used.polished_blackstone_brick_stairs: #7, 4(0%)
minecraft.used.tuff_brick_wall: #8, 108(5%)
minecraft.used.quartz_bricks: #7, 7(0%)
minecraft.used.exposed_copper_grate: #7, 1(0%)
minecraft.mined.bamboo_button: #7, 4(0%)
minecraft.dropped.bamboo_button: #7, 10(0%)
minecraft.used.cherry_stairs: #7, 3(0%)
minecraft.picked_up.white_stained_glass_pane: #8, 89(6%)
minecraft.mined.light_blue_carpet: #7, 6(0%)
minecraft.dropped.netherite_pickaxe: #8, 7(4%)
minecraft.picked_up.light_gray_carpet: #8, 66(4%)
minecraft.dropped.prismarine: #7, 2(0%)
minecraft.used.wooden_hoe: #7, 1(0%)
minecraft.crafted.waxed_copper_block: #7, 6(0%)
minecraft.dropped.orange_concrete: #7, 1(0%)
minecraft.killed.zombified_piglin: #7, 827(0%)
minecraft.picked_up.magenta_concrete_powder: #7, 5(0%)
minecraft.dropped.lime_concrete: #7, 1(0%)
minecraft.crafted.observer: #8, 960(5%)
minecraft.used.prismarine_brick_stairs: #7, 3(0%)
minecraft.used.sandstone_stairs: #7, 1(0%)
minecraft.dropped.prismarine_shard: #7, 11(0%)
minecraft.crafted.flower_banner_pattern: #8, 1(11%)
minecraft.dropped.red_dye: #8, 44(5%)
minecraft.mined.copper_grate: #8, 31(6%)
minecraft.crafted.ender_chest: #8, 45(4%)
minecraft.dropped.egg: #8, 240(4%)
minecraft.mined.white_banner: #8, 6(5%)
minecraft.used.jungle_stairs: #8, 149(5%)
minecraft.crafted.polished_deepslate_slab: #8, 162(5%)
minecraft.crafted.lime_shulker_box: #8, 6(4%)
minecraft.crafted.oxidized_cut_copper: #8, 60(5%)
minecraft.killed.enderman: #8, 34661(4%)
minecraft.crafted.jungle_stairs: #8, 132(4%)
minecraft.dropped.raw_iron: #8, 80(4%)
minecraft.picked_up.cod: #8, 563(3%)
minecraft.picked_up.chiseled_bookshelf: #8, 33(5%)
minecraft.dropped.chainmail_chestplate: #8, 4(5%)
minecraft.used.magma_block: #8, 969(3%)
minecraft.used.beetroot_seeds: #8, 220(3%)
minecraft.used.chiseled_bookshelf: #8, 87(4%)
minecraft.dropped.fishing_rod: #8, 16(4%)
minecraft.crafted.iron_hoe: #8, 3(4%)
minecraft.dropped.oak_log: #8, 319(4%)
minecraft.picked_up.cobweb: #8, 316(4%)
minecraft.picked_up.polished_blackstone: #8, 33(4%)
minecraft.mined.birch_planks: #8, 127(3%)
minecraft.dropped.soul_sand: #8, 178(3%)
minecraft.picked_up.cobblestone_slab: #8, 207(3%)
minecraft.mined.chiseled_bookshelf: #8, 21(4%)
minecraft.picked_up.granite_stairs: #8, 7(5%)
minecraft.picked_up.smithing_table: #8, 18(3%)
minecraft.mined.blackstone: #8, 1405(3%)
minecraft.used.clay: #8, 284(3%)
minecraft.mined.crimson_fungus: #8, 31(3%)
minecraft.used.cyan_carpet: #8, 59(4%)
minecraft.used.polished_blackstone: #8, 195(4%)
minecraft.mined.smithing_table: #8, 15(3%)
minecraft.picked_up.white_wool: #8, 1076(3%)
minecraft.dropped.iron_block: #8, 243(3%)
minecraft.broken.iron_hoe: #8, 1(8%)
minecraft.mined.firefly_bush: #8, 90(4%)
minecraft.dropped.music_disc_13: #8, 2(5%)
minecraft.crafted.chiseled_bookshelf: #8, 100(3%)
minecraft.crafted.iron_block: #8, 824(3%)
minecraft.crafted.dark_oak_sign: #8, 33(3%)
minecraft.picked_up.end_stone_bricks: #8, 88(3%)
minecraft.dropped.raw_gold: #8, 20(5%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #8, 7(4%)
minecraft.crafted.shears: #8, 345(3%)
minecraft.picked_up.light_blue_wool: #8, 256(3%)
minecraft.mined.brick_stairs: #8, 10(4%)
minecraft.crafted.wooden_axe: #8, 1(6%)
minecraft.crafted.ender_eye: #8, 80(3%)
minecraft.dropped.flint: #8, 215(3%)
minecraft.used.green_concrete_powder: #8, 324(3%)
minecraft.mined.polished_andesite_stairs: #8, 15(3%)
minecraft.used.deepslate_brick_slab: #8, 509(3%)
minecraft.mined.waxed_weathered_copper_bulb: #8, 14(4%)
minecraft.crafted.magenta_shulker_box: #8, 2(4%)
minecraft.crafted.clock: #8, 5(3%)
minecraft.dropped.potion: #8, 88(2%)
minecraft.crafted.stonecutter: #8, 28(2%)
minecraft.used.gray_carpet: #8, 308(3%)
minecraft.dropped.polished_andesite: #8, 37(3%)
minecraft.used.moss_carpet: #8, 873(2%)
minecraft.mined.azure_bluet: #8, 62(2%)
minecraft.crafted.pink_dye: #8, 355(2%)
minecraft.used.dandelion: #8, 21(2%)
minecraft.picked_up.soul_torch: #8, 23(5%)
minecraft.used.bamboo_door: #8, 15(4%)
minecraft.custom.use_cauldron: #8, 183(2%)
minecraft.crafted.orange_terracotta: #8, 272(4%)
minecraft.mined.lime_stained_glass: #8, 24(4%)
minecraft.mined.chorus_flower: #8, 8(5%)
minecraft.used.enchanted_book: #8, 57(2%)
minecraft.mined.crimson_roots: #8, 123(2%)
minecraft.mined.light_blue_terracotta: #8, 61(3%)
minecraft.mined.weeping_vines: #8, 24(3%)
minecraft.used.dripstone_block: #8, 350(2%)
minecraft.used.lime_wool: #8, 217(3%)
minecraft.mined.cobblestone_slab: #8, 87(2%)
minecraft.used.dark_prismarine: #8, 223(3%)
minecraft.picked_up.smooth_quartz: #8, 284(2%)
minecraft.used.mushroom_stem: #8, 207(3%)
minecraft.dropped.brick: #8, 144(2%)
minecraft.crafted.blue_terracotta: #8, 248(3%)
minecraft.used.polished_andesite_slab: #8, 181(3%)
minecraft.used.ice: #8, 521(2%)
minecraft.crafted.mud_brick_slab: #8, 86(2%)
minecraft.picked_up.cherry_trapdoor: #8, 19(2%)
minecraft.mined.cyan_concrete_powder: #8, 7(3%)
minecraft.crafted.quartz_slab: #8, 96(3%)
minecraft.picked_up.light_blue_concrete: #8, 440(2%)
minecraft.used.tuff_wall: #8, 106(3%)
minecraft.crafted.oxidized_copper_trapdoor: #8, 28(3%)
minecraft.picked_up.green_concrete: #8, 123(3%)
minecraft.dropped.jungle_leaves: #8, 20(3%)
minecraft.used.acacia_fence: #8, 84(2%)
minecraft.mined.sea_pickle: #8, 47(2%)
minecraft.used.glistering_melon_slice: #8, 1(5%)
minecraft.used.chiseled_polished_blackstone: #8, 9(4%)
minecraft.crafted.cake: #8, 6(3%)
minecraft.crafted.red_shulker_box: #8, 13(2%)
minecraft.crafted.resin_block: #8, 107(2%)
minecraft.used.mud_bricks: #8, 298(2%)
minecraft.mined.candle: #8, 3(3%)
minecraft.mined.blue_orchid: #8, 15(3%)
minecraft.used.birch_door: #8, 3(3%)
minecraft.dropped.barrel: #8, 9(2%)
minecraft.picked_up.mangrove_wood: #8, 14(2%)
minecraft.used.brown_wool: #8, 62(2%)
minecraft.used.stripped_bamboo_block: #8, 26(2%)
minecraft.picked_up.lime_dye: #8, 22(1%)
minecraft.mined.fire_coral_fan: #8, 9(2%)
minecraft.crafted.polished_andesite_stairs: #8, 8(3%)
minecraft.picked_up.diamond_horse_armor: #8, 1(3%)
minecraft.dropped.glow_ink_sac: #8, 20(2%)
minecraft.crafted.mud_brick_stairs: #8, 16(2%)
minecraft.picked_up.cobblestone_stairs: #8, 53(1%)
minecraft.picked_up.yellow_carpet: #8, 25(2%)
minecraft.used.lime_stained_glass: #8, 157(2%)
minecraft.picked_up.netherite_pickaxe: #9, 32(4%)
minecraft.used.lime_stained_glass_pane: #8, 70(2%)
minecraft.dropped.light_gray_carpet: #8, 3(3%)
minecraft.picked_up.granite_slab: #8, 11(2%)
minecraft.dropped.ice: #8, 29(2%)
minecraft.crafted.brown_concrete_powder: #8, 160(1%)
minecraft.picked_up.heart_pottery_sherd: #8, 1(3%)
minecraft.used.diamond_chestplate: #8, 8(1%)
minecraft.used.acacia_button: #8, 7(2%)
minecraft.picked_up.carrot: #9, 3414(4%)
minecraft.picked_up.polished_blackstone_wall: #8, 7(3%)
minecraft.mined.melon: #9, 1443(5%)
minecraft.picked_up.closed_eyeblossom: #8, 27(2%)
minecraft.used.blackstone_slab: #8, 87(1%)
minecraft.picked_up.stripped_cherry_log: #8, 30(1%)
minecraft.picked_up.stone_hoe: #8, 2(2%)
minecraft.crafted.cyan_carpet: #8, 60(1%)
minecraft.used.stone_hoe: #8, 148(1%)
minecraft.picked_up.cake: #8, 2(2%)
minecraft.mined.infested_stone: #8, 20(1%)
minecraft.dropped.seagrass: #8, 7(2%)
minecraft.mined.orange_stained_glass_pane: #8, 9(2%)
minecraft.picked_up.echo_shard: #8, 5(2%)
minecraft.dropped.wooden_shovel: #8, 2(1%)
minecraft.used.fire_coral_block: #8, 19(1%)
minecraft.picked_up.hanging_roots: #8, 23(2%)
minecraft.picked_up.minecart: #9, 183(5%)
minecraft.dropped.glow_berries: #8, 9(1%)
minecraft.picked_up.cyan_stained_glass: #8, 20(2%)
minecraft.picked_up.stripped_pale_oak_log: #8, 37(1%)
minecraft.picked_up.allium: #8, 64(1%)
minecraft.picked_up.spruce_planks: #9, 949(4%)
minecraft.killed.tropical_fish: #8, 6(2%)
minecraft.used.tube_coral_block: #8, 17(1%)
minecraft.used.blackstone_wall: #8, 6(2%)
minecraft.dropped.jungle_fence: #8, 5(2%)
minecraft.crafted.light_gray_wool: #8, 116(1%)
minecraft.crafted.fermented_spider_eye: #8, 41(1%)
minecraft.picked_up.dead_brain_coral_fan: #8, 1(2%)
minecraft.used.crimson_fungus: #8, 12(1%)
minecraft.dropped.azalea_leaves: #8, 63(1%)
