stat, rank, value, (percentage) 
minecraft.picked_up.stone_pickaxe: #19, 1(1%)
minecraft.dropped.golden_leggings: #19, 2(1%)
minecraft.dropped.rotten_flesh: #19, 779(1%)
minecraft.picked_up.crafter: #19, 13(1%)
minecraft.used.crafter: #19, 21(1%)
minecraft.crafted.dispenser: #19, 12(1%)
minecraft.killed_by.creeper: #19, 1(1%)
minecraft.dropped.string: #19, 107(1%)
minecraft.mined.iron_trapdoor: #19, 9(1%)
minecraft.killed.pig: #19, 8(1%)
minecraft.picked_up.netherite_pickaxe: #19, 4(1%)
minecraft.crafted.observer: #19, 148(1%)
minecraft.used.oak_planks: #19, 90(1%)
minecraft.crafted.chiseled_tuff_bricks: #19, 6(1%)
minecraft.picked_up.crossbow: #19, 8(1%)
minecraft.picked_up.iron_axe: #19, 3(1%)
minecraft.dropped.oxeye_daisy: #19, 6(1%)
minecraft.used.lava_bucket: #19, 29(1%)
minecraft.mined.cyan_terracotta: #19, 50(1%)
minecraft.used.oak_button: #19, 4(1%)
minecraft.dropped.wheat: #19, 96(0%)
minecraft.dropped.spruce_sign: #19, 3(0%)
minecraft.crafted.polished_tuff_stairs: #19, 4(1%)
minecraft.killed.chicken: #19, 24(0%)
minecraft.picked_up.stone_sword: #19, 5(0%)
minecraft.mined.oak_button: #19, 1(0%)
minecraft.crafted.bread: #19, 109(0%)
minecraft.crafted.redstone_torch: #19, 213(0%)
minecraft.dropped.lapis_lazuli: #19, 14(0%)
minecraft.used.polished_deepslate_stairs: #19, 23(0%)
minecraft.mined.red_tulip: #19, 6(0%)
minecraft.used.white_wool: #19, 45(0%)
minecraft.crafted.polished_diorite: #19, 17(0%)
minecraft.mined.budding_amethyst: #19, 1(0%)
minecraft.crafted.green_terracotta: #19, 40(0%)
minecraft.used.slime_block: #19, 29(0%)
minecraft.mined.oak_sapling: #19, 1(0%)
minecraft.used.deepslate_lapis_ore: #19, 4(0%)
minecraft.dropped.green_dye: #19, 6(0%)
minecraft.used.cooked_porkchop: #19, 24(0%)
minecraft.used.diamond_chestplate: #19, 1(0%)
minecraft.mined.waxed_oxidized_copper: #19, 23(0%)
minecraft.used.lapis_ore: #19, 2(0%)
minecraft.picked_up.wither_skeleton_skull: #19, 1(0%)
minecraft.dropped.coal: #19, 31(0%)
minecraft.custom.tune_noteblock: #19, 373(0%)
minecraft.picked_up.purpur_block: #19, 18(0%)
minecraft.mined.andesite_wall: #19, 1(0%)
minecraft.picked_up.deepslate_tile_wall: #19, 2(0%)
minecraft.used.shroomlight: #19, 3(0%)
minecraft.used.apple: #19, 1(0%)
minecraft.used.polished_deepslate_wall: #19, 7(0%)
minecraft.used.polished_diorite: #19, 6(0%)
minecraft.dropped.flint_and_steel: #19, 1(0%)
minecraft.mined.oxidized_copper: #19, 14(0%)
minecraft.crafted.cooked_chicken: #19, 1(0%)
minecraft.mined.weathered_copper: #19, 2(0%)
minecraft.crafted.tnt: #19, 11(0%)
minecraft.crafted.raw_gold_block: #19, 1(0%)
minecraft.used.verdant_froglight: #19, 9(0%)
minecraft.dropped.glass: #19, 4(0%)
minecraft.crafted.slime_ball: #19, 10(0%)
minecraft.used.yellow_concrete: #19, 3(0%)
minecraft.picked_up.weathered_copper: #19, 2(0%)
minecraft.picked_up.leather_helmet: #20, 6(2%)
minecraft.mined.spruce_log: #20, 4053(2%)
minecraft.used.netherrack: #20, 1098(2%)
minecraft.mined.redstone_wire: #20, 236(1%)
minecraft.crafted.chest: #20, 898(1%)
minecraft.mined.wheat: #20, 1919(1%)
minecraft.crafted.furnace: #20, 81(1%)
minecraft.crafted.iron_hoe: #20, 1(1%)
minecraft.used.hopper: #20, 411(1%)
minecraft.dropped.stone_pickaxe: #20, 1(1%)
minecraft.killed.spider: #20, 62(1%)
minecraft.picked_up.observer: #20, 107(1%)
minecraft.used.iron_axe: #20, 228(1%)
minecraft.picked_up.ender_chest: #20, 179(1%)
minecraft.picked_up.composter: #20, 22(1%)
minecraft.crafted.white_bed: #20, 5(1%)
minecraft.used.piston: #20, 113(1%)
minecraft.crafted.book: #20, 62(1%)
minecraft.custom.animals_bred: #20, 135(1%)
minecraft.picked_up.warped_stem: #20, 134(1%)
minecraft.picked_up.white_bed: #20, 38(1%)
minecraft.picked_up.iron_shovel: #20, 2(1%)
minecraft.custom.horse_one_cm: #20, 4449455(1%)
minecraft.dropped.golden_boots: #20, 3(1%)
minecraft.used.sticky_piston: #20, 54(1%)
minecraft.used.white_bed: #20, 37(1%)
minecraft.picked_up.string: #20, 428(0%)
minecraft.picked_up.dripstone_block: #20, 223(1%)
minecraft.picked_up.totem_of_undying: #20, 4(0%)
minecraft.killed.creeper: #20, 100(0%)
minecraft.picked_up.netherite_leggings: #20, 2(0%)
minecraft.picked_up.diamond_hoe: #20, 1(1%)
minecraft.mined.jukebox: #20, 2(0%)
minecraft.mined.dripstone_block: #20, 181(0%)
minecraft.dropped.egg: #20, 24(0%)
minecraft.mined.smithing_table: #20, 2(0%)
minecraft.picked_up.dropper: #20, 13(0%)
minecraft.dropped.cornflower: #20, 4(0%)
minecraft.picked_up.jukebox: #20, 2(0%)
minecraft.crafted.cyan_terracotta: #20, 320(0%)
minecraft.crafted.repeater: #20, 37(0%)
minecraft.dropped.redstone: #20, 64(0%)
minecraft.picked_up.hay_block: #20, 24(0%)
minecraft.picked_up.packed_ice: #20, 569(0%)
minecraft.crafted.stonecutter: #20, 3(0%)
minecraft.picked_up.bee_nest: #20, 2(0%)
minecraft.mined.redstone_lamp: #20, 2(0%)
minecraft.dropped.ender_chest: #20, 2(0%)
minecraft.picked_up.snowball: #20, 297(0%)
minecraft.picked_up.acacia_log: #20, 98(0%)
minecraft.mined.tuff_brick_stairs: #20, 4(0%)
minecraft.used.stone_sword: #20, 27(0%)
minecraft.used.deepslate_diamond_ore: #20, 41(0%)
minecraft.mined.smooth_stone_slab: #20, 17(0%)
minecraft.picked_up.pale_oak_sapling: #20, 17(0%)
minecraft.crafted.dropper: #20, 16(0%)
minecraft.mined.slime_block: #20, 10(0%)
minecraft.dropped.cobbled_deepslate: #20, 168(0%)
minecraft.picked_up.redstone_lamp: #20, 2(0%)
minecraft.mined.purpur_slab: #20, 1(0%)
minecraft.mined.polished_deepslate_wall: #20, 1(0%)
minecraft.used.cobbled_deepslate_slab: #20, 19(0%)
minecraft.picked_up.polished_granite: #20, 2(0%)
minecraft.mined.bricks: #20, 4(0%)
minecraft.mined.acacia_leaves: #20, 24(0%)
minecraft.dropped.stone_sword: #20, 2(0%)
minecraft.picked_up.andesite_wall: #20, 1(0%)
minecraft.mined.waxed_copper_bulb: #20, 1(0%)
minecraft.picked_up.waxed_copper_bulb: #20, 1(0%)
minecraft.used.deepslate_tile_slab: #20, 25(0%)
minecraft.used.waxed_oxidized_copper: #20, 5(0%)
minecraft.crafted.bamboo_sign: #20, 3(0%)
minecraft.dropped.bread: #20, 3(0%)
minecraft.picked_up.diamond_boots: #21, 14(1%)
minecraft.broken.shears: #21, 9(1%)
minecraft.picked_up.iron_chestplate: #21, 3(1%)
minecraft.dropped.diamond_pickaxe: #21, 5(1%)
minecraft.picked_up.iron_helmet: #21, 2(1%)
minecraft.crafted.diamond_chestplate: #21, 1(1%)
minecraft.used.oak_fence: #21, 69(1%)
minecraft.picked_up.pointed_dripstone: #21, 275(1%)
minecraft.mined.spruce_sapling: #21, 5(1%)
minecraft.mined.netherrack: #21, 3187(1%)
minecraft.picked_up.oak_fence: #21, 36(1%)
minecraft.custom.interact_with_grindstone: #21, 14(1%)
minecraft.crafted.copper_ingot: #21, 1068(1%)
minecraft.mined.melon: #21, 180(1%)
minecraft.mined.redstone_torch: #21, 12(1%)
minecraft.mined.white_bed: #21, 35(1%)
minecraft.crafted.iron_pickaxe: #21, 2(1%)
minecraft.dropped.paper: #21, 21(0%)
minecraft.mined.pumpkin: #21, 204(0%)
minecraft.picked_up.raw_copper: #21, 2647(0%)
minecraft.mined.deepslate_gold_ore: #21, 119(0%)
minecraft.used.flint_and_steel: #21, 34(0%)
minecraft.dropped.player_head: #21, 67(0%)
minecraft.mined.deepslate_iron_ore: #21, 90(0%)
minecraft.mined.pale_oak_log: #21, 191(0%)
minecraft.picked_up.pale_oak_log: #21, 188(0%)
minecraft.picked_up.deepslate_redstone_ore: #21, 88(0%)
minecraft.picked_up.glass: #21, 240(0%)
minecraft.mined.polished_andesite_stairs: #21, 2(0%)
minecraft.mined.glass_pane: #21, 4(0%)
minecraft.crafted.lapis_block: #21, 33(0%)
minecraft.mined.cherry_log: #21, 69(0%)
minecraft.picked_up.gold_ingot: #21, 76(0%)
minecraft.picked_up.netherite_boots: #21, 1(0%)
minecraft.picked_up.iron_trapdoor: #21, 6(0%)
minecraft.picked_up.music_disc_13: #21, 1(0%)
minecraft.used.deepslate_redstone_ore: #21, 33(0%)
minecraft.picked_up.smooth_stone_slab: #21, 33(0%)
minecraft.picked_up.bread: #21, 15(0%)
minecraft.dropped.fishing_rod: #21, 1(0%)
minecraft.used.oak_fence_gate: #21, 2(0%)
minecraft.mined.copper_block: #21, 7(0%)
minecraft.mined.blast_furnace: #21, 1(0%)
minecraft.crafted.iron_shovel: #21, 1(0%)
minecraft.mined.warped_stem: #21, 30(0%)
minecraft.mined.magma_block: #21, 65(0%)
minecraft.picked_up.blast_furnace: #21, 1(0%)
minecraft.mined.bee_nest: #21, 1(0%)
minecraft.used.magma_block: #21, 28(0%)
minecraft.picked_up.purpur_slab: #21, 1(0%)
minecraft.mined.yellow_bed: #21, 1(0%)
minecraft.used.yellow_bed: #21, 1(0%)
minecraft.picked_up.cyan_bed: #21, 1(0%)
minecraft.used.cyan_bed: #21, 1(0%)
minecraft.used.bricks: #21, 11(0%)
minecraft.used.deepslate_iron_ore: #21, 4(0%)
minecraft.mined.ancient_debris: #21, 1(0%)
minecraft.picked_up.polished_deepslate_wall: #21, 1(0%)
minecraft.picked_up.ancient_debris: #21, 1(0%)
minecraft.used.iron_shovel: #21, 34(0%)
minecraft.picked_up.polished_tuff_stairs: #21, 1(0%)
minecraft.dropped.feather: #21, 3(0%)
minecraft.dropped.emerald: #21, 4(0%)
minecraft.used.snow_block: #21, 2(0%)
minecraft.picked_up.netherrack: #22, 3115(1%)
minecraft.mined.pointed_dripstone: #22, 68(1%)
minecraft.used.wheat_seeds: #22, 1911(1%)
minecraft.mined.deepslate_lapis_ore: #22, 75(1%)
minecraft.picked_up.redstone_torch: #22, 63(1%)
minecraft.custom.damage_dealt: #22, 252936(0%)
minecraft.dropped.shield: #22, 1(1%)
minecraft.crafted.cooked_beef: #22, 66(0%)
minecraft.used.pointed_dripstone: #22, 54(0%)
minecraft.picked_up.beef: #22, 119(0%)
minecraft.picked_up.deepslate_diamond_ore: #22, 116(0%)
minecraft.picked_up.bamboo_sign: #22, 6(0%)
minecraft.mined.piston: #22, 14(0%)
minecraft.mined.redstone_block: #22, 14(0%)
minecraft.picked_up.piston: #22, 18(0%)
minecraft.used.glass_pane: #22, 8(0%)
minecraft.picked_up.magma_block: #22, 73(0%)
minecraft.custom.bell_ring: #22, 2(0%)
minecraft.picked_up.cherry_log: #22, 54(0%)
minecraft.used.polished_tuff_slab: #22, 28(0%)
minecraft.picked_up.oak_button: #22, 1(0%)
minecraft.picked_up.glass_pane: #22, 4(0%)
minecraft.crafted.cherry_planks: #22, 44(0%)
minecraft.picked_up.golden_apple: #22, 1(0%)
minecraft.picked_up.glass_bottle: #22, 35(0%)
minecraft.used.copper_ore: #22, 25(0%)
minecraft.picked_up.flint_and_steel: #22, 1(0%)
minecraft.used.cooked_mutton: #22, 1(0%)
minecraft.used.polished_tuff_stairs: #22, 2(0%)
minecraft.mined.sculk_sensor: #22, 1(0%)
minecraft.picked_up.sculk_sensor: #22, 1(0%)
minecraft.dropped.slime_ball: #22, 2(0%)
minecraft.mined.gray_concrete: #22, 3(0%)
minecraft.picked_up.copper_block: #22, 7(0%)
minecraft.killed.zombified_piglin: #22, 3(0%)
minecraft.dropped.diamond_sword: #23, 3(1%)
minecraft.crafted.diamond_leggings: #23, 1(1%)
minecraft.crafted.diamond_shovel: #23, 2(1%)
minecraft.picked_up.cobbled_deepslate: #23, 6001(1%)
minecraft.custom.time_since_death: #23, 391432(0%)
minecraft.mined.oak_fence: #23, 23(1%)
minecraft.dropped.golden_helmet: #23, 1(0%)
minecraft.dropped.bow: #23, 10(0%)
minecraft.picked_up.blaze_rod: #23, 46(0%)
minecraft.dropped.deepslate: #23, 106(0%)
minecraft.crafted.redstone_block: #23, 104(0%)
minecraft.crafted.copper_block: #23, 95(0%)
minecraft.dropped.golden_chestplate: #23, 1(0%)
minecraft.killed.zombie: #23, 268(0%)
minecraft.picked_up.smithing_table: #23, 1(0%)
minecraft.mined.sticky_piston: #23, 5(0%)
minecraft.dropped.snowball: #23, 7(0%)
minecraft.crafted.sticky_piston: #23, 11(0%)
minecraft.picked_up.gunpowder: #23, 164(0%)
minecraft.picked_up.sticky_piston: #23, 4(0%)
minecraft.mined.acacia_log: #23, 31(0%)
minecraft.used.melon_seeds: #23, 1(0%)
minecraft.picked_up.slime_block: #23, 9(0%)
minecraft.used.glass: #23, 109(0%)
minecraft.mined.glass: #23, 12(0%)
minecraft.mined.gold_block: #23, 2(0%)
minecraft.used.smithing_table: #23, 1(0%)
minecraft.mined.deepslate_tile_slab: #23, 1(0%)
minecraft.crafted.smithing_table: #23, 1(0%)
minecraft.picked_up.deepslate_tile_slab: #23, 1(0%)
minecraft.custom.interact_with_stonecutter: #24, 123(1%)
minecraft.picked_up.iron_leggings: #24, 2(1%)
minecraft.crafted.diamond_helmet: #24, 1(1%)
minecraft.used.stonecutter: #24, 14(1%)
minecraft.mined.stonecutter: #24, 12(1%)
minecraft.picked_up.stonecutter: #24, 12(1%)
minecraft.crafted.diamond_pickaxe: #24, 2(1%)
minecraft.picked_up.raw_iron: #24, 310(0%)
minecraft.picked_up.lapis_lazuli: #24, 456(0%)
minecraft.killed.cow: #24, 32(0%)
minecraft.picked_up.iron_sword: #24, 1(0%)
minecraft.picked_up.spider_eye: #24, 59(0%)
minecraft.used.cooked_chicken: #24, 6(0%)
minecraft.used.tnt: #24, 6(0%)
minecraft.custom.enchant_item: #24, 1(0%)
minecraft.picked_up.gold_block: #24, 2(0%)
minecraft.dropped.gunpowder: #24, 5(0%)
minecraft.crafted.diamond_sword: #25, 1(1%)
minecraft.picked_up.diamond: #25, 301(0%)
minecraft.picked_up.redstone: #25, 807(0%)
minecraft.mined.deepslate_redstone_ore: #25, 118(0%)
minecraft.mined.deepslate_diamond_ore: #25, 128(0%)
minecraft.picked_up.redstone_block: #25, 25(0%)
minecraft.used.iron_pickaxe: #25, 103(0%)
minecraft.picked_up.raw_gold: #25, 65(0%)
minecraft.picked_up.name_tag: #25, 1(0%)
minecraft.used.redstone_block: #25, 9(0%)
minecraft.dropped.spider_eye: #25, 1(0%)
minecraft.dropped.netherrack: #25, 1(0%)
minecraft.dropped.glass_bottle: #26, 3(0%)
minecraft.custom.time_since_rest: #28, 47376(0%)
minecraft.used.cooked_beef: #31, 23(0%)
