stat, rank, value, (percentage) 
minecraft.mined.oak_wood: #16, 1(0%)
minecraft.picked_up.exposed_copper: #16, 16(0%)
minecraft.mined.black_terracotta: #16, 1(0%)
minecraft.used.spruce_button: #16, 8(0%)
minecraft.picked_up.yellow_concrete_powder: #16, 1(0%)
minecraft.used.exposed_copper: #16, 1(0%)
minecraft.picked_up.diamond_boots: #17, 23(2%)
minecraft.used.wooden_pickaxe: #17, 12(2%)
minecraft.mined.furnace: #17, 64(2%)
minecraft.mined.oak_planks: #17, 148(2%)
minecraft.used.armor_stand: #17, 103(2%)
minecraft.mined.oak_trapdoor: #17, 30(2%)
minecraft.mined.redstone_ore: #17, 44(1%)
minecraft.used.wheat_seeds: #17, 3069(1%)
minecraft.picked_up.writable_book: #17, 9(1%)
minecraft.mined.composter: #17, 33(1%)
minecraft.picked_up.leather: #17, 492(1%)
minecraft.picked_up.bone_meal: #17, 1653(1%)
minecraft.used.splash_potion: #17, 24(1%)
minecraft.mined.white_shulker_box: #17, 81(1%)
minecraft.used.tuff: #17, 899(1%)
minecraft.killed_by.zombie: #17, 4(1%)
minecraft.picked_up.composter: #17, 29(1%)
minecraft.dropped.spruce_planks: #17, 41(1%)
minecraft.used.spruce_planks: #17, 434(1%)
minecraft.crafted.polished_tuff_slab: #17, 32(1%)
minecraft.mined.damaged_anvil: #17, 2(1%)
minecraft.used.bundle: #17, 10(1%)
minecraft.mined.glass_pane: #17, 11(1%)
minecraft.picked_up.oak_fence_gate: #17, 4(1%)
minecraft.picked_up.oak_pressure_plate: #17, 1(1%)
minecraft.picked_up.damaged_anvil: #17, 2(1%)
minecraft.mined.pink_shulker_box: #17, 25(1%)
minecraft.picked_up.pink_shulker_box: #17, 25(1%)
minecraft.mined.mud: #17, 1751(1%)
minecraft.crafted.sandstone: #17, 50(1%)
minecraft.mined.water_cauldron: #17, 1(1%)
minecraft.mined.green_wool: #17, 19(1%)
minecraft.picked_up.pufferfish: #17, 28(1%)
minecraft.used.pink_shulker_box: #17, 23(1%)
minecraft.used.white_dye: #17, 8(1%)
minecraft.crafted.spruce_wood: #17, 66(1%)
minecraft.picked_up.peony: #17, 29(0%)
minecraft.dropped.chainmail_boots: #17, 1(1%)
minecraft.mined.bookshelf: #17, 22(1%)
minecraft.mined.oak_door: #17, 1(1%)
minecraft.crafted.stone_stairs: #17, 16(0%)
minecraft.picked_up.cyan_dye: #17, 5(0%)
minecraft.dropped.apple: #17, 7(0%)
minecraft.used.rose_bush: #17, 5(0%)
minecraft.picked_up.bone_block: #17, 265(0%)
minecraft.picked_up.orange_wool: #17, 30(0%)
minecraft.dropped.red_dye: #17, 4(0%)
minecraft.picked_up.waxed_oxidized_copper_grate: #17, 8(0%)
minecraft.picked_up.amethyst_cluster: #17, 20(0%)
minecraft.crafted.stone_hoe: #17, 1(0%)
minecraft.mined.pale_moss_carpet: #17, 6(0%)
minecraft.crafted.oxidized_cut_copper: #17, 4(0%)
minecraft.used.deepslate_lapis_ore: #17, 6(0%)
minecraft.dropped.melon_slice: #17, 63(0%)
minecraft.mined.cobbled_deepslate_slab: #17, 8(0%)
minecraft.mined.lime_bed: #17, 1(0%)
minecraft.picked_up.pale_oak_leaves: #17, 19(0%)
minecraft.mined.tinted_glass: #17, 6(0%)
minecraft.picked_up.diorite_slab: #17, 2(0%)
minecraft.mined.brown_wool: #17, 2(0%)
minecraft.picked_up.pale_moss_block: #17, 34(0%)
minecraft.picked_up.pitcher_pod: #17, 3(0%)
minecraft.used.smooth_sandstone: #17, 31(0%)
minecraft.mined.stripped_jungle_log: #17, 6(0%)
minecraft.picked_up.stripped_jungle_log: #17, 6(0%)
minecraft.crafted.dark_oak_fence_gate: #17, 2(0%)
minecraft.used.oak_sapling: #17, 45(0%)
minecraft.mined.red_sand: #17, 143(0%)
minecraft.dropped.beef: #17, 3(0%)
minecraft.dropped.polished_andesite: #17, 1(0%)
minecraft.mined.large_fern: #17, 4(0%)
minecraft.picked_up.crimson_planks: #17, 1(0%)
minecraft.picked_up.red_sandstone: #17, 1(0%)
minecraft.picked_up.light_blue_wool: #17, 4(0%)
minecraft.used.orange_carpet: #17, 1(0%)
minecraft.used.red_sand: #17, 2(0%)
minecraft.dropped.coarse_dirt: #17, 1(0%)
minecraft.crafted.dark_oak_button: #17, 1(0%)
minecraft.used.dark_oak_button: #17, 1(0%)
minecraft.used.cherry_planks: #17, 1(0%)
minecraft.used.light_blue_wool: #17, 1(0%)
minecraft.used.sculk: #17, 5(0%)
minecraft.killed.pillager: #17, 44(0%)
minecraft.killed.vindicator: #17, 4(0%)
minecraft.custom.sleep_in_bed: #18, 963(2%)
minecraft.picked_up.potion: #18, 104(2%)
minecraft.crafted.diamond_shovel: #18, 5(2%)
minecraft.killed.zombie_villager: #18, 5(2%)
minecraft.used.oak_sign: #18, 44(2%)
minecraft.picked_up.salmon: #18, 132(2%)
minecraft.crafted.mangrove_door: #18, 3(2%)
minecraft.used.wind_charge: #18, 117(1%)
minecraft.picked_up.apple: #18, 80(1%)
minecraft.picked_up.paper: #18, 126(1%)
minecraft.picked_up.raw_iron: #18, 904(1%)
minecraft.picked_up.deepslate_lapis_ore: #18, 48(1%)
minecraft.crafted.copper_ingot: #18, 1934(1%)
minecraft.picked_up.baked_potato: #18, 120(1%)
minecraft.picked_up.pumpkin: #18, 962(1%)
minecraft.used.snowball: #18, 61(1%)
minecraft.killed.spider: #18, 76(1%)
minecraft.mined.jungle_log: #18, 481(1%)
minecraft.mined.peony: #18, 7(1%)
minecraft.used.bookshelf: #18, 40(1%)
minecraft.crafted.birch_sign: #18, 15(1%)
minecraft.crafted.spruce_fence: #18, 201(1%)
minecraft.picked_up.porkchop: #18, 42(1%)
minecraft.used.oak_trapdoor: #18, 63(1%)
minecraft.mined.brown_mushroom: #18, 21(1%)
minecraft.crafted.lapis_lazuli: #18, 184(1%)
minecraft.dropped.chainmail_chestplate: #18, 1(1%)
minecraft.used.oak_log: #18, 153(1%)
minecraft.killed.pig: #18, 9(1%)
minecraft.picked_up.armor_stand: #18, 36(1%)
minecraft.picked_up.bell: #18, 2(1%)
minecraft.picked_up.warped_nylium: #18, 53(1%)
minecraft.used.clay: #18, 62(1%)
minecraft.picked_up.glow_berries: #18, 37(1%)
minecraft.crafted.flower_pot: #18, 23(1%)
minecraft.mined.cocoa: #18, 13(1%)
minecraft.mined.warped_nylium: #18, 45(1%)
minecraft.dropped.paper: #18, 24(1%)
minecraft.used.oak_fence_gate: #18, 6(1%)
minecraft.picked_up.red_dye: #18, 9(1%)
minecraft.used.baked_potato: #18, 40(1%)
minecraft.dropped.trident: #18, 1(1%)
minecraft.used.oxidized_copper_grate: #18, 17(1%)
minecraft.used.cornflower: #18, 1(1%)
minecraft.picked_up.cyan_shulker_box: #18, 19(0%)
minecraft.mined.cyan_shulker_box: #18, 19(0%)
minecraft.dropped.cornflower: #18, 5(0%)
minecraft.dropped.brown_dye: #18, 3(1%)
minecraft.used.cyan_shulker_box: #18, 18(0%)
minecraft.killed.skeleton: #18, 244(0%)
minecraft.crafted.spruce_sign: #18, 27(0%)
minecraft.dropped.birch_sapling: #18, 3(0%)
minecraft.used.spruce_hanging_sign: #18, 2(0%)
minecraft.picked_up.clay: #18, 82(0%)
minecraft.dropped.stripped_spruce_log: #18, 1(0%)
minecraft.dropped.jungle_planks: #18, 2(0%)
minecraft.used.dark_oak_sapling: #18, 65(0%)
minecraft.crafted.polished_deepslate_stairs: #18, 4(0%)
minecraft.mined.stripped_spruce_wood: #18, 7(0%)
minecraft.mined.brown_carpet: #18, 2(0%)
minecraft.picked_up.poisonous_potato: #18, 1(0%)
minecraft.mined.light_blue_bed: #18, 1(0%)
minecraft.picked_up.light_blue_bed: #18, 1(0%)
minecraft.crafted.brown_shulker_box: #18, 1(0%)
minecraft.picked_up.cyan_carpet: #18, 2(0%)
minecraft.used.sand: #18, 600(0%)
minecraft.picked_up.nether_gold_ore: #18, 2(0%)
minecraft.used.diamond_block: #18, 10(0%)
minecraft.used.glow_berries: #18, 3(0%)
minecraft.used.jungle_planks: #18, 23(0%)
minecraft.picked_up.pink_wool: #18, 13(0%)
minecraft.dropped.spider_eye: #18, 115(0%)
minecraft.picked_up.tinted_glass: #18, 6(0%)
minecraft.dropped.red_tulip: #18, 1(0%)
minecraft.picked_up.red_sand: #18, 139(0%)
minecraft.crafted.cobbled_deepslate_slab: #18, 8(0%)
minecraft.used.dark_oak_fence_gate: #18, 1(0%)
minecraft.crafted.activator_rail: #18, 6(0%)
minecraft.picked_up.jungle_fence: #18, 1(0%)
minecraft.used.mossy_cobblestone_slab: #18, 1(0%)
minecraft.used.tinted_glass: #18, 6(0%)
minecraft.picked_up.brown_terracotta: #18, 15(0%)
minecraft.picked_up.allium: #18, 3(0%)
minecraft.used.pink_wool: #18, 1(0%)
minecraft.dropped.light_gray_wool: #18, 1(0%)
minecraft.picked_up.coal_block: #18, 2(0%)
minecraft.used.jungle_sapling: #18, 4(0%)
minecraft.crafted.brown_wool: #18, 1(0%)
minecraft.used.poppy: #18, 3(0%)
minecraft.used.mangrove_leaves: #18, 7(0%)
minecraft.picked_up.white_concrete_powder: #18, 16(0%)
minecraft.used.red_concrete: #18, 3(0%)
minecraft.used.lapis_block: #18, 1(0%)
minecraft.picked_up.fern: #18, 2(0%)
minecraft.crafted.red_sandstone: #18, 4(0%)
minecraft.used.pink_concrete_powder: #18, 1(0%)
minecraft.used.pale_moss_block: #18, 1(0%)
minecraft.custom.open_barrel: #19, 4315(2%)
minecraft.crafted.enchanting_table: #19, 1(3%)
minecraft.crafted.spruce_boat: #19, 4(1%)
minecraft.picked_up.ender_pearl: #19, 3286(1%)
minecraft.used.barrel: #19, 133(1%)
minecraft.picked_up.white_shulker_box: #19, 84(1%)
minecraft.killed.trader_llama: #19, 5(1%)
minecraft.mined.spruce_door: #19, 2(1%)
minecraft.used.enchanting_table: #19, 1(1%)
minecraft.picked_up.saddle: #19, 8(1%)
minecraft.mined.attached_melon_stem: #19, 2(1%)
minecraft.picked_up.jungle_log: #19, 465(1%)
minecraft.crafted.shield: #19, 3(1%)
minecraft.dropped.spyglass: #19, 1(1%)
minecraft.picked_up.mossy_cobblestone: #19, 73(1%)
minecraft.dropped.crafting_table: #19, 3(1%)
minecraft.dropped.goat_horn: #19, 1(1%)
minecraft.dropped.filled_map: #19, 16(1%)
minecraft.picked_up.spruce_fence: #19, 32(1%)
minecraft.mined.rose_bush: #19, 7(1%)
minecraft.used.spruce_sapling: #19, 173(0%)
minecraft.picked_up.raw_gold: #19, 194(0%)
minecraft.picked_up.flowering_azalea: #19, 62(0%)
minecraft.picked_up.nether_quartz_ore: #19, 63(0%)
minecraft.picked_up.dark_oak_fence: #19, 18(0%)
minecraft.picked_up.dark_oak_sapling: #19, 116(0%)
minecraft.used.nether_quartz_ore: #19, 48(0%)
minecraft.picked_up.diamond_ore: #19, 1(0%)
minecraft.killed_by.ravager: #19, 16(0%)
minecraft.crafted.cherry_planks: #19, 124(0%)
minecraft.picked_up.clay_ball: #19, 236(0%)
minecraft.crafted.leather_chestplate: #19, 6(0%)
minecraft.crafted.leather_leggings: #19, 5(0%)
minecraft.picked_up.sea_pickle: #19, 29(0%)
minecraft.used.dandelion: #19, 2(0%)
minecraft.used.sunflower: #19, 5(0%)
minecraft.picked_up.stripped_oak_log: #19, 16(0%)
minecraft.mined.stripped_oak_log: #19, 16(0%)
minecraft.picked_up.jungle_sign: #19, 1(0%)
minecraft.picked_up.cut_sandstone: #19, 6(0%)
minecraft.used.cooked_chicken: #19, 11(0%)
minecraft.mined.mangrove_slab: #19, 3(0%)
minecraft.picked_up.jungle_sapling: #19, 17(0%)
minecraft.picked_up.cobbled_deepslate_slab: #19, 9(0%)
minecraft.dropped.bamboo: #19, 64(0%)
minecraft.used.cocoa_beans: #19, 22(0%)
minecraft.picked_up.mangrove_slab: #19, 3(0%)
minecraft.crafted.cooked_porkchop: #19, 2(0%)
minecraft.mined.sea_pickle: #19, 2(0%)
minecraft.used.mossy_stone_bricks: #19, 5(0%)
minecraft.used.pink_petals: #19, 10(0%)
minecraft.crafted.bamboo_trapdoor: #19, 8(0%)
minecraft.mined.allium: #19, 1(0%)
minecraft.used.experience_bottle: #19, 8(0%)
minecraft.picked_up.light_blue_stained_glass: #19, 4(0%)
minecraft.used.orange_wool: #19, 2(0%)
minecraft.used.sea_pickle: #19, 3(0%)
minecraft.mined.orange_wool: #19, 1(0%)
minecraft.crafted.brown_dye: #19, 7(0%)
minecraft.crafted.orange_wool: #19, 1(0%)
minecraft.picked_up.red_concrete: #19, 3(0%)
minecraft.mined.red_concrete: #19, 3(0%)
minecraft.used.oak_wood: #19, 1(0%)
minecraft.used.acacia_planks: #19, 1(0%)
minecraft.crafted.diamond_helmet: #20, 2(2%)
minecraft.used.diamond_axe: #20, 16930(2%)
minecraft.picked_up.oak_planks: #20, 236(1%)
minecraft.mined.barrel: #20, 61(2%)
minecraft.killed.wandering_trader: #20, 3(2%)
minecraft.dropped.written_book: #20, 4(1%)
minecraft.mined.spruce_wall_sign: #20, 7(1%)
minecraft.mined.deepslate_redstone_ore: #20, 597(1%)
minecraft.picked_up.oak_trapdoor: #20, 29(1%)
minecraft.used.dark_oak_log: #20, 245(1%)
minecraft.crafted.barrel: #20, 86(1%)
minecraft.custom.pot_flower: #20, 16(1%)
minecraft.mined.spruce_leaves: #20, 644(1%)
minecraft.mined.gold_ore: #20, 31(1%)
minecraft.mined.campfire: #20, 8(1%)
minecraft.crafted.purple_shulker_box: #20, 1(1%)
minecraft.picked_up.spruce_door: #20, 2(1%)
minecraft.used.spruce_fence: #20, 125(1%)
minecraft.picked_up.gold_ore: #20, 11(1%)
minecraft.used.gunpowder: #20, 3(1%)
minecraft.used.damaged_anvil: #20, 1(1%)
minecraft.picked_up.beef: #20, 145(0%)
minecraft.used.deepslate_redstone_ore: #20, 63(0%)
minecraft.picked_up.amethyst_block: #20, 60(0%)
minecraft.crafted.jungle_planks: #20, 320(0%)
minecraft.mined.diamond_ore: #20, 1(0%)
minecraft.crafted.hay_block: #20, 79(0%)
minecraft.crafted.lapis_block: #20, 38(0%)
minecraft.crafted.packed_mud: #20, 344(0%)
minecraft.dropped.spruce_slab: #20, 6(0%)
minecraft.crafted.coarse_dirt: #20, 264(0%)
minecraft.used.brown_dye: #20, 1(0%)
minecraft.picked_up.rooted_dirt: #20, 54(0%)
minecraft.crafted.oak_fence_gate: #20, 3(0%)
minecraft.mined.tuff_brick_slab: #20, 5(0%)
minecraft.mined.mangrove_stairs: #20, 2(0%)
minecraft.used.dark_oak_slab: #20, 40(0%)
minecraft.used.heavy_weighted_pressure_plate: #20, 1(0%)
minecraft.mined.dark_oak_sapling: #20, 1(0%)
minecraft.picked_up.cyan_bed: #20, 2(0%)
minecraft.crafted.mangrove_stairs: #20, 8(0%)
minecraft.picked_up.cookie: #20, 7(0%)
minecraft.picked_up.mangrove_stairs: #20, 2(0%)
minecraft.dropped.chicken: #20, 6(0%)
minecraft.picked_up.deepslate_copper_ore: #20, 5(0%)
minecraft.picked_up.goat_horn: #20, 1(0%)
minecraft.used.short_grass: #20, 37(0%)
minecraft.picked_up.bookshelf: #20, 2(0%)
minecraft.used.mangrove_stairs: #20, 5(0%)
minecraft.picked_up.leaf_litter: #20, 5(0%)
minecraft.mined.acacia_planks: #20, 1(0%)
minecraft.mined.pale_oak_leaves: #20, 62(0%)
minecraft.used.cyan_wool: #20, 5(0%)
minecraft.picked_up.tuff_brick_wall: #20, 1(0%)
minecraft.used.cooked_cod: #20, 3(0%)
minecraft.used.bamboo_trapdoor: #20, 7(0%)
minecraft.used.spruce_leaves: #20, 9(0%)
minecraft.crafted.oak_wood: #20, 3(0%)
minecraft.mined.packed_mud: #20, 11(0%)
minecraft.dropped.birch_planks: #20, 1(0%)
minecraft.picked_up.smooth_sandstone: #20, 1(0%)
minecraft.crafted.spruce_button: #20, 4(0%)
minecraft.mined.spruce_log: #21, 3826(2%)
minecraft.picked_up.spruce_log: #21, 3677(2%)
minecraft.picked_up.dirt: #21, 28885(1%)
minecraft.custom.boat_one_cm: #21, 1322461(1%)
minecraft.picked_up.written_book: #21, 7(1%)
minecraft.picked_up.barrel: #21, 67(1%)
minecraft.crafted.iron_boots: #21, 2(1%)
minecraft.mined.oak_wall_sign: #21, 5(1%)
minecraft.used.written_book: #21, 52(1%)
minecraft.crafted.oak_door: #21, 3(1%)
minecraft.mined.spruce_slab: #21, 74(1%)
minecraft.crafted.dark_oak_slab: #21, 162(1%)
minecraft.picked_up.oak_slab: #21, 26(1%)
minecraft.crafted.birch_planks: #21, 540(1%)
minecraft.killed.cow: #21, 62(1%)
minecraft.mined.amethyst_block: #21, 68(0%)
minecraft.used.birch_sign: #21, 6(0%)
minecraft.crafted.spruce_slab: #21, 282(0%)
minecraft.killed.enderman: #21, 4147(0%)
minecraft.used.diamond_leggings: #21, 1(0%)
minecraft.picked_up.campfire: #21, 6(0%)
minecraft.used.campfire: #21, 14(0%)
minecraft.mined.cave_vines: #21, 3(0%)
minecraft.dropped.egg: #21, 20(0%)
minecraft.crafted.campfire: #21, 14(0%)
minecraft.picked_up.feather: #21, 44(0%)
minecraft.dropped.iron_nugget: #21, 57(0%)
minecraft.picked_up.spruce_leaves: #21, 127(0%)
minecraft.mined.deepslate_copper_ore: #21, 18(0%)
minecraft.dropped.armor_stand: #21, 1(0%)
minecraft.dropped.wheat: #21, 39(0%)
minecraft.picked_up.mud: #21, 399(0%)
minecraft.picked_up.spider_eye: #21, 115(0%)
minecraft.crafted.bread: #21, 60(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #21, 1(0%)
minecraft.picked_up.cocoa_beans: #21, 62(0%)
minecraft.picked_up.bowl: #21, 1(0%)
minecraft.mined.jungle_planks: #21, 4(0%)
minecraft.mined.leaf_litter: #21, 2(0%)
minecraft.used.black_shulker_box: #21, 5(0%)
minecraft.picked_up.pale_moss_carpet: #21, 11(0%)
minecraft.mined.bamboo_trapdoor: #21, 2(0%)
minecraft.mined.sandstone: #21, 125(0%)
minecraft.dropped.totem_of_undying: #21, 1(0%)
minecraft.mined.spruce_fence_gate: #21, 1(0%)
minecraft.used.stripped_spruce_log: #21, 11(0%)
minecraft.used.mangrove_roots: #21, 17(0%)
minecraft.used.packed_mud: #21, 57(0%)
minecraft.picked_up.packed_mud: #21, 23(0%)
minecraft.used.tuff_brick_wall: #21, 1(0%)
minecraft.mined.black_shulker_box: #21, 2(0%)
minecraft.picked_up.black_shulker_box: #21, 2(0%)
minecraft.crafted.white_banner: #21, 3(0%)
minecraft.picked_up.blue_shulker_box: #21, 1(0%)
minecraft.mined.spruce_sapling: #22, 5(1%)
minecraft.crafted.writable_book: #22, 9(1%)
minecraft.picked_up.melon_seeds: #22, 9(1%)
minecraft.picked_up.spruce_slab: #22, 78(0%)
minecraft.used.diamond_helmet: #22, 1(1%)
minecraft.custom.target_hit: #22, 26(0%)
minecraft.picked_up.lily_pad: #22, 17(0%)
minecraft.picked_up.diamond_block: #22, 22(0%)
minecraft.mined.clay: #22, 175(0%)
minecraft.used.flower_pot: #22, 9(0%)
minecraft.picked_up.deepslate_redstone_ore: #22, 78(0%)
minecraft.dropped.oak_planks: #22, 9(0%)
minecraft.picked_up.birch_sapling: #22, 48(0%)
minecraft.mined.flower_pot: #22, 1(0%)
minecraft.mined.moss_block: #22, 193(0%)
minecraft.used.oak_planks: #22, 42(0%)
minecraft.mined.bamboo: #22, 129(0%)
minecraft.picked_up.melon_slice: #22, 162(0%)
minecraft.picked_up.chicken: #22, 24(0%)
minecraft.mined.white_wall_banner: #22, 1(0%)
minecraft.used.iron_ore: #22, 23(0%)
minecraft.used.oak_slab: #22, 18(0%)
minecraft.used.spruce_slab: #22, 98(0%)
minecraft.dropped.ender_pearl: #22, 410(0%)
minecraft.used.melon_seeds: #22, 2(0%)
minecraft.crafted.oak_stairs: #22, 4(0%)
minecraft.mined.cyan_bed: #22, 1(0%)
minecraft.picked_up.sandstone: #22, 117(0%)
minecraft.picked_up.bamboo_trapdoor: #22, 2(0%)
minecraft.used.diamond: #22, 1(0%)
minecraft.mined.stripped_spruce_log: #22, 12(0%)
minecraft.picked_up.stripped_spruce_log: #22, 13(0%)
minecraft.mined.muddy_mangrove_roots: #22, 8(0%)
minecraft.used.sandstone: #22, 12(0%)
minecraft.mined.fern: #22, 3(0%)
minecraft.used.oak_stairs: #22, 2(0%)
minecraft.used.spruce_fence_gate: #22, 3(0%)
minecraft.picked_up.muddy_mangrove_roots: #22, 8(0%)
minecraft.picked_up.spruce_fence_gate: #22, 1(0%)
minecraft.picked_up.cyan_wool: #22, 4(0%)
minecraft.dropped.spruce_sapling: #22, 1(0%)
minecraft.dropped.feather: #22, 3(0%)
minecraft.mined.azalea_leaves: #22, 1(0%)
minecraft.mined.dark_oak_log: #23, 991(1%)
minecraft.used.dirt: #23, 8674(1%)
minecraft.picked_up.dark_oak_log: #23, 989(1%)
minecraft.mined.birch_log: #23, 419(1%)
minecraft.picked_up.spruce_sapling: #23, 311(1%)
minecraft.picked_up.birch_log: #23, 437(1%)
minecraft.used.lantern: #23, 51(1%)
minecraft.picked_up.coal: #23, 1827(1%)
minecraft.picked_up.egg: #23, 118(0%)
minecraft.mined.dark_oak_trapdoor: #23, 11(0%)
minecraft.dropped.diamond_block: #23, 8(0%)
minecraft.picked_up.lantern: #23, 17(0%)
minecraft.used.spruce_log: #23, 153(0%)
minecraft.mined.deepslate_iron_ore: #23, 69(0%)
minecraft.picked_up.oak_door: #23, 1(0%)
minecraft.mined.azalea: #23, 4(0%)
minecraft.picked_up.bamboo: #23, 636(0%)
minecraft.used.coal_ore: #23, 77(0%)
minecraft.mined.spruce_planks: #23, 16(0%)
minecraft.mined.birch_planks: #23, 4(0%)
minecraft.mined.spruce_fence: #23, 4(0%)
minecraft.picked_up.white_banner: #23, 3(0%)
minecraft.mined.birch_leaves: #23, 94(0%)
minecraft.picked_up.jungle_planks: #23, 3(0%)
minecraft.crafted.coal_block: #23, 9(0%)
minecraft.used.birch_log: #23, 4(0%)
minecraft.picked_up.birch_leaves: #23, 27(0%)
minecraft.mined.stripped_birch_log: #23, 1(0%)
minecraft.picked_up.stripped_birch_log: #23, 1(0%)
minecraft.crafted.mud_bricks: #23, 4(0%)
minecraft.custom.time_since_death: #24, 371627(0%)
minecraft.crafted.iron_leggings: #24, 1(1%)
minecraft.crafted.dark_oak_planks: #24, 716(0%)
minecraft.picked_up.flower_pot: #24, 5(0%)
minecraft.mined.deepslate_gold_ore: #24, 95(0%)
minecraft.used.white_banner: #24, 4(0%)
minecraft.used.bamboo: #24, 60(0%)
minecraft.picked_up.dark_oak_trapdoor: #24, 9(0%)
minecraft.picked_up.coarse_dirt: #24, 56(0%)
minecraft.mined.spruce_stairs: #24, 9(0%)
minecraft.used.diamond_hoe: #24, 939(0%)
minecraft.mined.lantern: #24, 2(0%)
minecraft.dropped.snowball: #24, 5(0%)
minecraft.picked_up.deepslate_iron_ore: #24, 9(0%)
minecraft.used.coarse_dirt: #24, 72(0%)
minecraft.used.dark_oak_fence: #24, 6(0%)
minecraft.mined.dark_oak_slab: #24, 2(0%)
minecraft.crafted.dark_oak_fence: #24, 3(0%)
minecraft.crafted.spruce_fence_gate: #24, 2(0%)
minecraft.used.birch_planks: #24, 3(0%)
minecraft.crafted.coal: #24, 9(0%)
minecraft.crafted.wooden_pickaxe: #25, 1(2%)
minecraft.picked_up.spruce_sign: #25, 22(1%)
minecraft.picked_up.spruce_planks: #25, 50(0%)
minecraft.used.dark_oak_trapdoor: #25, 23(0%)
minecraft.picked_up.spruce_stairs: #25, 7(0%)
minecraft.picked_up.deepslate_gold_ore: #25, 8(0%)
minecraft.picked_up.birch_planks: #25, 5(0%)
minecraft.picked_up.dark_oak_slab: #25, 2(0%)
minecraft.mined.dirt_path: #25, 6(0%)
minecraft.mined.coarse_dirt: #25, 5(0%)
minecraft.mined.stripped_dark_oak_log: #25, 2(0%)
minecraft.picked_up.stripped_dark_oak_log: #25, 2(0%)
minecraft.used.leather_leggings: #26, 1(1%)
minecraft.picked_up.orange_shulker_box: #26, 1(0%)
minecraft.picked_up.spyglass: #27, 1(0%)
minecraft.crafted.air: #27, 0(0%)
minecraft.used.leather_boots: #29, 1(0%)
minecraft.used.spyglass: #29, 1(0%)
minecraft.used.leather_chestplate: #30, 1(0%)
minecraft.used.diamond_boots: #30, 1(0%)
