stat, rank, value, (percentage) 
minecraft.mined.yellow_concrete: #18, 29(0%)
minecraft.dropped.magenta_dye: #18, 1(0%)
minecraft.crafted.stone_pressure_plate: #18, 3(0%)
minecraft.picked_up.jungle_stairs: #18, 1(0%)
minecraft.crafted.warped_trapdoor: #18, 2(0%)
minecraft.dropped.deepslate_tiles: #18, 1(0%)
minecraft.used.mud_brick_wall: #18, 8(0%)
minecraft.mined.allium: #18, 1(0%)
minecraft.used.ice: #18, 12(0%)
minecraft.crafted.tnt: #18, 15(0%)
minecraft.crafted.cobblestone_wall: #18, 1(0%)
minecraft.used.yellow_concrete_powder: #18, 8(0%)
minecraft.picked_up.pink_tulip: #18, 1(0%)
minecraft.used.black_wool: #18, 8(0%)
minecraft.used.polished_basalt: #18, 2(0%)
minecraft.used.light_gray_stained_glass: #18, 2(0%)
minecraft.picked_up.snow: #18, 8(0%)
minecraft.used.red_carpet: #18, 2(0%)
minecraft.killed.pillager: #18, 41(0%)
minecraft.used.snow: #18, 1(0%)
minecraft.used.stone: #19, 16688(2%)
minecraft.custom.interact_with_smithing_table: #19, 24(2%)
minecraft.picked_up.spruce_sign: #19, 37(2%)
minecraft.picked_up.diamond_leggings: #19, 10(1%)
minecraft.used.cauldron: #19, 14(1%)
minecraft.crafted.item_frame: #19, 143(1%)
minecraft.picked_up.redstone_block: #19, 141(1%)
minecraft.mined.deepslate_iron_ore: #19, 227(1%)
minecraft.used.spruce_log: #19, 469(1%)
minecraft.picked_up.spruce_planks: #19, 211(1%)
minecraft.mined.lever: #19, 29(1%)
minecraft.mined.oak_fence: #19, 44(1%)
minecraft.picked_up.chainmail_helmet: #19, 1(1%)
minecraft.picked_up.birch_button: #19, 2(1%)
minecraft.used.dispenser: #19, 40(1%)
minecraft.mined.chain: #19, 28(1%)
minecraft.mined.mangrove_stairs: #19, 6(1%)
minecraft.crafted.iron_sword: #19, 2(1%)
minecraft.picked_up.stone_slab: #19, 77(1%)
minecraft.mined.spruce_trapdoor: #19, 54(1%)
minecraft.used.chiseled_bookshelf: #19, 12(1%)
minecraft.picked_up.dropper: #19, 16(0%)
minecraft.mined.glass_pane: #19, 6(0%)
minecraft.picked_up.spruce_fence_gate: #19, 10(0%)
minecraft.used.diamond_leggings: #19, 1(0%)
minecraft.used.glass_pane: #19, 16(0%)
minecraft.picked_up.moss_block: #19, 1485(0%)
minecraft.used.dropper: #19, 31(0%)
minecraft.picked_up.deepslate_iron_ore: #19, 29(0%)
minecraft.mined.basalt: #19, 297(0%)
minecraft.crafted.stone_brick_stairs: #19, 11(0%)
minecraft.used.cyan_terracotta: #19, 270(0%)
minecraft.mined.magma_block: #19, 124(0%)
minecraft.picked_up.bamboo_planks: #19, 105(0%)
minecraft.picked_up.oak_button: #19, 2(0%)
minecraft.picked_up.snowball: #19, 355(0%)
minecraft.picked_up.andesite_wall: #19, 4(0%)
minecraft.picked_up.netherite_sword: #19, 1(0%)
minecraft.used.deepslate_bricks: #19, 104(0%)
minecraft.picked_up.poppy: #19, 79(0%)
minecraft.mined.chiseled_bookshelf: #19, 1(0%)
minecraft.used.detector_rail: #19, 1(0%)
minecraft.mined.bee_nest: #19, 1(0%)
minecraft.crafted.loom: #19, 3(0%)
minecraft.crafted.crimson_planks: #19, 32(0%)
minecraft.used.cobblestone_stairs: #19, 13(0%)
minecraft.picked_up.crimson_stem: #19, 15(0%)
minecraft.picked_up.chiseled_bookshelf: #19, 1(0%)
minecraft.crafted.birch_trapdoor: #19, 2(0%)
minecraft.mined.stripped_spruce_wood: #19, 3(0%)
minecraft.picked_up.yellow_concrete: #19, 20(0%)
minecraft.picked_up.stripped_spruce_wood: #19, 3(0%)
minecraft.mined.orange_tulip: #19, 1(0%)
minecraft.mined.light_gray_wool: #19, 1(0%)
minecraft.crafted.cobblestone_slab: #19, 6(0%)
minecraft.crafted.stone_brick_slab: #19, 6(0%)
minecraft.crafted.magenta_dye: #19, 4(0%)
minecraft.picked_up.allium: #19, 1(0%)
minecraft.used.cyan_concrete_powder: #19, 1(0%)
minecraft.used.jungle_leaves: #19, 1(0%)
minecraft.used.azalea_leaves: #19, 8(0%)
minecraft.used.red_concrete_powder: #19, 1(0%)
minecraft.used.spruce_sign: #20, 91(1%)
minecraft.used.wooden_pickaxe: #20, 8(1%)
minecraft.crafted.diamond_sword: #20, 2(1%)
minecraft.mined.coal_ore: #20, 2057(1%)
minecraft.mined.podzol: #20, 175(1%)
minecraft.custom.time_since_death: #20, 491195(0%)
minecraft.crafted.diamond_leggings: #20, 1(1%)
minecraft.used.chain: #20, 108(1%)
minecraft.crafted.writable_book: #20, 9(1%)
minecraft.used.kelp: #20, 94(1%)
minecraft.mined.dropper: #20, 10(1%)
minecraft.used.polished_tuff: #20, 237(1%)
minecraft.mined.clay: #20, 214(0%)
minecraft.used.stone_bricks: #20, 404(0%)
minecraft.picked_up.glow_berries: #20, 20(0%)
minecraft.picked_up.short_grass: #20, 209(0%)
minecraft.picked_up.mangrove_trapdoor: #20, 4(0%)
minecraft.picked_up.clay_ball: #20, 233(0%)
minecraft.used.brewing_stand: #20, 3(0%)
minecraft.used.oak_button: #20, 2(0%)
minecraft.picked_up.orange_wool: #20, 20(0%)
minecraft.picked_up.music_disc_13: #20, 1(0%)
minecraft.picked_up.deepslate_bricks: #20, 27(0%)
minecraft.used.oak_leaves: #20, 263(0%)
minecraft.picked_up.smooth_stone_slab: #20, 36(0%)
minecraft.crafted.cyan_dye: #20, 54(0%)
minecraft.used.enchanted_book: #20, 4(0%)
minecraft.used.moss_block: #20, 269(0%)
minecraft.mined.deepslate_bricks: #20, 14(0%)
minecraft.mined.cobweb: #20, 21(0%)
minecraft.used.light_gray_terracotta: #20, 9(0%)
minecraft.used.stone_brick_wall: #20, 5(0%)
minecraft.used.bricks: #20, 17(0%)
minecraft.mined.light_gray_stained_glass: #20, 2(0%)
minecraft.crafted.polished_tuff: #20, 35(0%)
minecraft.used.sand: #20, 307(0%)
minecraft.picked_up.green_wool: #20, 23(0%)
minecraft.crafted.tuff_brick_slab: #20, 2(0%)
minecraft.picked_up.white_tulip: #20, 4(0%)
minecraft.used.warped_stem: #20, 5(0%)
minecraft.crafted.moss_carpet: #20, 15(0%)
minecraft.used.birch_trapdoor: #20, 1(0%)
minecraft.crafted.lectern: #20, 1(0%)
minecraft.mined.oxidized_copper: #20, 11(0%)
minecraft.used.bamboo_block: #20, 3(0%)
minecraft.picked_up.orange_tulip: #20, 2(0%)
minecraft.used.green_wool: #20, 3(0%)
minecraft.used.brown_concrete_powder: #20, 1(0%)
minecraft.used.copper_block: #20, 15(0%)
minecraft.used.green_carpet: #20, 1(0%)
minecraft.mined.nether_wart_block: #20, 2(0%)
minecraft.used.yellow_concrete: #20, 1(0%)
minecraft.mined.ice: #20, 6(0%)
minecraft.mined.wall_torch: #21, 172(2%)
minecraft.mined.cobblestone: #21, 763(1%)
minecraft.picked_up.tuff: #21, 3532(1%)
minecraft.mined.tuff: #21, 2822(1%)
minecraft.picked_up.cobbled_deepslate: #21, 7634(1%)
minecraft.picked_up.shulker_box: #21, 579(1%)
minecraft.used.obsidian: #21, 135(1%)
minecraft.picked_up.chain: #21, 46(1%)
minecraft.picked_up.dispenser: #21, 28(1%)
minecraft.picked_up.cauldron: #21, 2(0%)
minecraft.mined.blackstone: #21, 191(0%)
minecraft.crafted.iron_block: #21, 114(0%)
minecraft.used.spruce_planks: #21, 178(0%)
minecraft.mined.cauldron: #21, 1(0%)
minecraft.mined.oak_fence_gate: #21, 1(0%)
minecraft.mined.spruce_planks: #21, 40(0%)
minecraft.picked_up.dark_oak_stairs: #21, 6(0%)
minecraft.custom.bell_ring: #21, 3(0%)
minecraft.used.stone_stairs: #21, 20(0%)
minecraft.used.stone_brick_stairs: #21, 28(0%)
minecraft.mined.birch_planks: #21, 9(0%)
minecraft.mined.hay_block: #21, 6(0%)
minecraft.mined.stripped_spruce_log: #21, 25(0%)
minecraft.picked_up.clay: #21, 37(0%)
minecraft.picked_up.stripped_spruce_log: #21, 25(0%)
minecraft.mined.dark_oak_stairs: #21, 2(0%)
minecraft.mined.brewing_stand: #21, 1(0%)
minecraft.crafted.polished_tuff_stairs: #21, 1(0%)
minecraft.mined.bamboo_planks: #21, 2(0%)
minecraft.mined.white_wool: #21, 3(0%)
minecraft.used.white_terracotta: #21, 10(0%)
minecraft.crafted.mangrove_trapdoor: #21, 4(0%)
minecraft.dropped.green_dye: #21, 3(0%)
minecraft.used.birch_planks: #21, 10(0%)
minecraft.used.smooth_basalt: #21, 16(0%)
minecraft.crafted.black_concrete_powder: #21, 48(0%)
minecraft.mined.stripped_warped_stem: #21, 2(0%)
minecraft.used.stripped_dark_oak_log: #21, 4(0%)
minecraft.used.bamboo_planks: #21, 7(0%)
minecraft.used.red_wool: #21, 3(0%)
minecraft.used.mangrove_trapdoor: #21, 2(0%)
minecraft.mined.bamboo_block: #21, 1(0%)
minecraft.picked_up.red_concrete: #21, 1(0%)
minecraft.mined.red_concrete: #21, 1(0%)
minecraft.picked_up.nether_wart_block: #21, 2(0%)
minecraft.picked_up.ice: #21, 4(0%)
minecraft.mined.snow: #21, 8(0%)
minecraft.used.cobblestone: #22, 1103(1%)
minecraft.used.written_book: #22, 50(1%)
minecraft.used.shulker_box: #22, 553(1%)
minecraft.picked_up.oak_trapdoor: #22, 22(1%)
minecraft.mined.shulker_box: #22, 564(1%)
minecraft.picked_up.spruce_stairs: #22, 44(1%)
minecraft.picked_up.coal_ore: #22, 498(1%)
minecraft.mined.spruce_stairs: #22, 24(1%)
minecraft.picked_up.red_wool: #22, 36(1%)
minecraft.crafted.spruce_fence: #22, 102(1%)
minecraft.crafted.spruce_stairs: #22, 64(0%)
minecraft.used.lava_bucket: #22, 22(0%)
minecraft.used.redstone_lamp: #22, 10(0%)
minecraft.used.chiseled_tuff_bricks: #22, 64(0%)
minecraft.crafted.smooth_stone: #22, 100(0%)
minecraft.mined.mangrove_trapdoor: #22, 1(0%)
minecraft.picked_up.brewing_stand: #22, 1(0%)
minecraft.mined.dark_oak_planks: #22, 4(0%)
minecraft.mined.crimson_nylium: #22, 3(0%)
minecraft.picked_up.stripped_warped_stem: #22, 2(0%)
minecraft.picked_up.light_gray_concrete: #22, 4(0%)
minecraft.picked_up.crimson_nylium: #22, 2(0%)
minecraft.used.light_gray_concrete: #22, 4(0%)
minecraft.mined.light_gray_concrete: #22, 4(0%)
minecraft.used.black_concrete_powder: #22, 18(0%)
minecraft.mined.stone_brick_slab: #22, 1(0%)
minecraft.used.stripped_spruce_log: #22, 2(0%)
minecraft.used.cobblestone_slab: #22, 2(0%)
minecraft.crafted.book: #23, 48(1%)
minecraft.used.spruce_stairs: #23, 74(0%)
minecraft.mined.cobbled_deepslate: #23, 68(0%)
minecraft.used.cobbled_deepslate: #23, 278(0%)
minecraft.picked_up.dark_oak_planks: #23, 15(0%)
minecraft.crafted.stone_bricks: #23, 286(0%)
minecraft.used.tuff_bricks: #23, 114(0%)
minecraft.used.light_gray_concrete_powder: #23, 44(0%)
minecraft.used.moss_carpet: #23, 58(0%)
minecraft.killed.glow_squid: #23, 1(0%)
minecraft.dropped.ink_sac: #23, 1(0%)
minecraft.mined.polished_tuff_slab: #23, 2(0%)
minecraft.picked_up.stripped_dark_oak_log: #23, 7(0%)
minecraft.crafted.polished_tuff_slab: #23, 2(0%)
minecraft.used.tnt: #23, 8(0%)
minecraft.mined.stripped_dark_oak_log: #23, 5(0%)
minecraft.used.iron_ore: #23, 5(0%)
minecraft.mined.cactus: #23, 1(0%)
minecraft.used.white_wool: #23, 7(0%)
minecraft.picked_up.cactus: #23, 14(0%)
minecraft.mined.bookshelf: #23, 1(0%)
minecraft.used.cactus: #23, 1(0%)
minecraft.crafted.warped_planks: #23, 8(0%)
minecraft.mined.smooth_stone: #23, 5(0%)
minecraft.used.stone_brick_slab: #23, 4(0%)
minecraft.mined.oak_trapdoor: #24, 12(1%)
minecraft.mined.oak_wall_sign: #24, 3(1%)
minecraft.picked_up.kelp: #24, 395(0%)
minecraft.used.tuff: #24, 151(0%)
minecraft.used.coal_ore: #24, 43(0%)
minecraft.dropped.shulker_box: #24, 2(0%)
minecraft.crafted.glass: #24, 134(0%)
minecraft.dropped.cobbled_deepslate: #24, 84(0%)
minecraft.mined.black_concrete: #24, 9(0%)
minecraft.used.bookshelf: #24, 1(0%)
minecraft.used.smooth_stone_slab: #24, 2(0%)
minecraft.picked_up.netherite_pickaxe: #25, 1(0%)
minecraft.used.dark_oak_log: #25, 16(0%)
minecraft.crafted.bookshelf: #25, 2(0%)
minecraft.mined.spruce_wall_sign: #26, 2(0%)
minecraft.picked_up.polished_tuff_slab: #26, 3(0%)
