stat, rank, value, (percentage) 
minecraft.mined.redstone_torch: #19, 24(1%)
minecraft.used.polished_tuff_slab: #19, 205(1%)
minecraft.used.diamond_shovel: #19, 45262(1%)
minecraft.mined.copper_ore: #19, 1292(1%)
minecraft.mined.ochre_froglight: #19, 31(1%)
minecraft.picked_up.raw_copper: #19, 4260(1%)
minecraft.crafted.acacia_planks: #19, 340(1%)
minecraft.mined.tripwire: #19, 9(0%)
minecraft.custom.traded_with_villager: #19, 2521(1%)
minecraft.mined.mangrove_trapdoor: #19, 4(0%)
minecraft.used.mangrove_stairs: #19, 16(0%)
minecraft.mined.dark_oak_leaves: #19, 113(0%)
minecraft.crafted.bone_block: #19, 158(0%)
minecraft.mined.packed_ice: #19, 585(0%)
minecraft.used.air: #19, 106(0%)
minecraft.crafted.crafter: #19, 6(0%)
minecraft.used.acacia_sign: #19, 2(0%)
minecraft.used.yellow_dye: #19, 2(0%)
minecraft.mined.warped_wart_block: #19, 53(0%)
minecraft.mined.crimson_fungus: #19, 2(0%)
minecraft.used.mangrove_trapdoor: #19, 10(0%)
minecraft.mined.blast_furnace: #19, 1(0%)
minecraft.crafted.comparator: #19, 11(0%)
minecraft.picked_up.blast_furnace: #19, 1(0%)
minecraft.crafted.smoker: #19, 1(0%)
minecraft.mined.deepslate_tiles: #19, 18(0%)
minecraft.crafted.tuff_slab: #19, 6(0%)
minecraft.used.pale_oak_sapling: #19, 6(0%)
minecraft.mined.tuff_slab: #19, 1(0%)
minecraft.used.warped_nylium: #19, 5(0%)
minecraft.crafted.jungle_stairs: #19, 4(0%)
minecraft.picked_up.acacia_wood: #19, 2(0%)
minecraft.used.pale_oak_log: #19, 14(0%)
minecraft.used.bamboo_trapdoor: #19, 14(0%)
minecraft.used.gray_concrete_powder: #19, 72(0%)
minecraft.picked_up.nether_wart_block: #19, 24(0%)
minecraft.crafted.pale_oak_trapdoor: #19, 4(0%)
minecraft.picked_up.oxidized_copper_grate: #19, 2(0%)
minecraft.picked_up.warped_trapdoor: #19, 1(0%)
minecraft.picked_up.crimson_fungus: #19, 3(0%)
minecraft.mined.nether_wart_block: #19, 16(0%)
minecraft.picked_up.deepslate_tile_stairs: #19, 2(0%)
minecraft.picked_up.polished_deepslate_wall: #19, 1(0%)
minecraft.picked_up.oxidized_copper_trapdoor: #19, 3(0%)
minecraft.used.stripped_oak_log: #19, 2(0%)
minecraft.mined.stripped_jungle_log: #19, 2(0%)
minecraft.picked_up.stripped_jungle_log: #19, 2(0%)
minecraft.picked_up.stripped_dark_oak_wood: #19, 1(0%)
minecraft.dropped.bamboo_planks: #19, 3(0%)
minecraft.mined.stripped_dark_oak_wood: #19, 1(0%)
minecraft.crafted.target: #19, 1(0%)
minecraft.crafted.nether_bricks: #19, 4(0%)
minecraft.crafted.polished_basalt: #19, 1(0%)
minecraft.used.deepslate: #20, 734(1%)
minecraft.used.glass_bottle: #20, 395(1%)
minecraft.crafted.minecart: #20, 26(1%)
minecraft.mined.jungle_leaves: #20, 212(1%)
minecraft.mined.mud: #20, 1412(1%)
minecraft.used.composter: #20, 42(1%)
minecraft.picked_up.bamboo_trapdoor: #20, 14(0%)
minecraft.used.decorated_pot: #20, 16(0%)
minecraft.used.tuff_brick_slab: #20, 43(0%)
minecraft.picked_up.nether_quartz_ore: #20, 42(0%)
minecraft.custom.time_since_rest: #20, 136456(0%)
minecraft.picked_up.jungle_leaves: #20, 56(0%)
minecraft.crafted.polished_tuff_stairs: #20, 2(0%)
minecraft.mined.warped_stem: #20, 35(0%)
minecraft.crafted.mangrove_trapdoor: #20, 8(0%)
minecraft.used.smooth_stone_slab: #20, 85(0%)
minecraft.crafted.light_gray_dye: #20, 41(0%)
minecraft.used.magma_block: #20, 38(0%)
minecraft.picked_up.deepslate_tiles: #20, 21(0%)
minecraft.used.string: #20, 34(0%)
minecraft.used.blast_furnace: #20, 3(0%)
minecraft.used.smooth_quartz_stairs: #20, 7(0%)
minecraft.crafted.blast_furnace: #20, 3(0%)
minecraft.crafted.gray_concrete_powder: #20, 88(0%)
minecraft.mined.jungle_trapdoor: #20, 1(0%)
minecraft.mined.deepslate_tile_slab: #20, 3(0%)
minecraft.used.pale_oak_trapdoor: #20, 3(0%)
minecraft.picked_up.jungle_trapdoor: #20, 1(0%)
minecraft.used.jungle_stairs: #20, 2(0%)
minecraft.used.polished_andesite_stairs: #20, 1(0%)
minecraft.used.light_gray_carpet: #20, 4(0%)
minecraft.picked_up.blue_shulker_box: #20, 2(0%)
minecraft.mined.blue_shulker_box: #20, 2(0%)
minecraft.used.blue_shulker_box: #20, 2(0%)
minecraft.used.jungle_trapdoor: #20, 1(0%)
minecraft.crafted.lime_dye: #20, 2(0%)
minecraft.used.polished_deepslate_wall: #20, 1(0%)
minecraft.used.polished_granite: #20, 1(0%)
minecraft.used.pale_moss_carpet: #20, 1(0%)
minecraft.custom.interact_with_stonecutter: #21, 139(1%)
minecraft.crafted.oak_fence: #21, 51(1%)
minecraft.used.tuff_bricks: #21, 473(1%)
minecraft.crafted.iron_bars: #21, 208(1%)
minecraft.used.iron_bars: #21, 128(1%)
minecraft.used.kelp: #21, 91(1%)
minecraft.mined.shroomlight: #21, 12(0%)
minecraft.used.spruce_sapling: #21, 129(0%)
minecraft.crafted.sticky_piston: #21, 23(0%)
minecraft.picked_up.grass_block: #21, 3301(0%)
minecraft.picked_up.vine: #21, 18(0%)
minecraft.picked_up.lightning_rod: #21, 6(0%)
minecraft.picked_up.warped_wart_block: #21, 63(0%)
minecraft.used.mangrove_log: #21, 33(0%)
minecraft.crafted.repeater: #21, 22(0%)
minecraft.crafted.warped_planks: #21, 72(0%)
minecraft.picked_up.bricks: #21, 12(0%)
minecraft.crafted.brick: #21, 234(0%)
minecraft.used.bone_block: #21, 38(0%)
minecraft.crafted.redstone_torch: #21, 103(0%)
minecraft.mined.lightning_rod: #21, 3(0%)
minecraft.crafted.mud_bricks: #21, 48(0%)
minecraft.used.dripstone_block: #21, 24(0%)
minecraft.mined.tuff_brick_slab: #21, 3(0%)
minecraft.picked_up.acacia_log: #21, 65(0%)
minecraft.used.nether_quartz_ore: #21, 17(0%)
minecraft.used.mud_bricks: #21, 27(0%)
minecraft.picked_up.pale_oak_sapling: #21, 12(0%)
minecraft.mined.light_gray_carpet: #21, 1(0%)
minecraft.mined.light_gray_concrete_powder: #21, 2(0%)
minecraft.used.oxidized_copper_grate: #21, 2(0%)
minecraft.picked_up.tuff_slab: #21, 1(0%)
minecraft.crafted.orange_dye: #21, 8(0%)
minecraft.used.acacia_log: #21, 5(0%)
minecraft.mined.warped_roots: #21, 2(0%)
minecraft.used.terracotta: #21, 11(0%)
minecraft.crafted.polished_andesite: #21, 4(0%)
minecraft.picked_up.deepslate_tile_slab: #21, 1(0%)
minecraft.picked_up.cherry_leaves: #21, 5(0%)
minecraft.used.tuff_slab: #21, 1(0%)
minecraft.used.deepslate_tile_stairs: #21, 1(0%)
minecraft.used.mangrove_propagule: #21, 1(0%)
minecraft.picked_up.warped_roots: #21, 2(0%)
minecraft.crafted.lever: #22, 43(1%)
minecraft.picked_up.shroomlight: #22, 14(0%)
minecraft.mined.terracotta: #22, 489(0%)
minecraft.picked_up.warped_stem: #22, 48(0%)
minecraft.crafted.dispenser: #22, 4(0%)
minecraft.picked_up.light_gray_carpet: #22, 3(0%)
minecraft.mined.iron_trapdoor: #22, 2(0%)
minecraft.used.ochre_froglight: #22, 36(0%)
minecraft.mined.warped_nylium: #22, 8(0%)
minecraft.mined.acacia_log: #22, 35(0%)
minecraft.crafted.bricks: #22, 23(0%)
minecraft.crafted.dropper: #22, 7(0%)
minecraft.picked_up.tuff_brick_slab: #22, 3(0%)
minecraft.mined.bricks: #22, 3(0%)
minecraft.used.bricks: #22, 9(0%)
minecraft.mined.mangrove_propagule: #22, 1(0%)
minecraft.used.sunflower: #22, 1(0%)
minecraft.used.dark_oak_sapling: #22, 4(0%)
minecraft.used.mud: #22, 13(0%)
minecraft.used.deepslate_tiles: #22, 11(0%)
minecraft.picked_up.dark_oak_leaves: #22, 1(0%)
minecraft.used.stone_pickaxe: #23, 66(1%)
minecraft.picked_up.terracotta: #23, 709(0%)
minecraft.crafted.hopper_minecart: #23, 4(0%)
minecraft.picked_up.melon: #23, 93(0%)
minecraft.picked_up.mangrove_log: #23, 95(0%)
minecraft.used.iron_trapdoor: #23, 6(0%)
minecraft.crafted.iron_trapdoor: #23, 5(0%)
minecraft.used.bamboo_sign: #23, 1(0%)
minecraft.picked_up.mangrove_propagule: #23, 3(0%)
minecraft.picked_up.oxidized_copper: #23, 2(0%)
minecraft.picked_up.mangrove_leaves: #23, 6(0%)
minecraft.used.diamond_axe: #24, 11062(1%)
minecraft.used.diamond_boots: #24, 2(0%)
minecraft.mined.mangrove_log: #24, 24(0%)
minecraft.used.nether_wart: #24, 4(0%)
minecraft.picked_up.bamboo_planks: #24, 3(0%)
minecraft.picked_up.acacia_sapling: #24, 1(0%)
minecraft.crafted.bamboo_block: #24, 1(0%)
minecraft.used.polished_tuff: #25, 91(0%)
minecraft.crafted.copper_ingot: #25, 157(0%)
minecraft.crafted.composter: #25, 6(0%)
minecraft.used.spyglass: #25, 2(0%)
minecraft.mined.mangrove_leaves: #25, 27(0%)
minecraft.crafted.copper_block: #25, 1(0%)
minecraft.crafted.bamboo_planks: #25, 2(0%)
