stat, rank, value, (percentage) 
minecraft.picked_up.snow: #20, 118(0%)
minecraft.mined.oak_sapling: #20, 3(0%)
minecraft.dropped.coal: #20, 16(0%)
minecraft.mined.dark_oak_fence: #20, 5(0%)
minecraft.used.smooth_quartz_slab: #20, 28(0%)
minecraft.picked_up.cherry_sapling: #20, 7(0%)
minecraft.dropped.snowball: #20, 33(0%)
minecraft.picked_up.tropical_fish: #20, 9(0%)
minecraft.picked_up.mangrove_slab: #20, 3(0%)
minecraft.mined.stone_brick_wall: #20, 1(0%)
minecraft.dropped.birch_sign: #20, 1(0%)
minecraft.picked_up.bookshelf: #20, 3(0%)
minecraft.crafted.glass_pane: #20, 32(0%)
minecraft.mined.deepslate_brick_stairs: #20, 4(0%)
minecraft.picked_up.bone_meal: #20, 254(0%)
minecraft.mined.chiseled_stone_bricks: #20, 2(0%)
minecraft.crafted.stone_brick_slab: #20, 24(0%)
minecraft.used.gray_shulker_box: #20, 3(0%)
minecraft.mined.cherry_log: #20, 9(0%)
minecraft.used.deepslate_brick_stairs: #20, 13(0%)
minecraft.used.glass_pane: #20, 4(0%)
minecraft.crafted.white_carpet: #20, 15(0%)
minecraft.mined.pink_shulker_box: #20, 1(0%)
minecraft.picked_up.gray_carpet: #20, 15(0%)
minecraft.crafted.deepslate_brick_slab: #20, 2(0%)
minecraft.used.cyan_concrete_powder: #20, 12(0%)
minecraft.mined.warped_wart_block: #20, 20(0%)
minecraft.used.warped_stairs: #20, 3(0%)
minecraft.crafted.polished_blackstone: #20, 12(0%)
minecraft.crafted.deepslate_tiles: #20, 4(0%)
minecraft.crafted.bricks: #20, 4(0%)
minecraft.used.lime_concrete_powder: #20, 2(0%)
minecraft.crafted.polished_granite: #20, 2(0%)
minecraft.used.iron_pickaxe: #21, 1314(2%)
minecraft.picked_up.barrel: #21, 50(1%)
minecraft.picked_up.stonecutter: #21, 27(1%)
minecraft.picked_up.leather: #21, 237(1%)
minecraft.mined.wheat: #21, 212(1%)
minecraft.picked_up.birch_sign: #21, 23(1%)
minecraft.dropped.written_book: #21, 1(1%)
minecraft.used.stone_brick_stairs: #21, 58(1%)
minecraft.custom.interact_with_loom: #21, 3(0%)
minecraft.picked_up.diamond_block: #21, 16(0%)
minecraft.mined.polished_andesite_stairs: #21, 6(0%)
minecraft.mined.deepslate_tiles: #21, 22(0%)
minecraft.picked_up.polished_andesite_stairs: #21, 7(0%)
minecraft.crafted.brown_dye: #21, 24(0%)
minecraft.mined.glow_lichen: #21, 52(0%)
minecraft.crafted.red_shulker_box: #21, 1(0%)
minecraft.picked_up.glow_item_frame: #21, 3(0%)
minecraft.used.lime_shulker_box: #21, 5(0%)
minecraft.custom.time_since_rest: #21, 191389(0%)
minecraft.mined.snow_block: #21, 95(0%)
minecraft.mined.lime_shulker_box: #21, 3(0%)
minecraft.picked_up.lime_shulker_box: #21, 3(0%)
minecraft.picked_up.smooth_quartz_slab: #21, 4(0%)
minecraft.picked_up.cherry_log: #21, 9(0%)
minecraft.picked_up.cactus: #21, 86(0%)
minecraft.used.mangrove_slab: #21, 3(0%)
minecraft.mined.prismarine_bricks: #21, 6(0%)
minecraft.used.mangrove_planks: #21, 3(0%)
minecraft.mined.diamond_block: #21, 2(0%)
minecraft.used.polished_deepslate_slab: #21, 24(0%)
minecraft.picked_up.stone_brick_wall: #21, 1(0%)
minecraft.crafted.crimson_trapdoor: #21, 2(0%)
minecraft.mined.warped_roots: #21, 2(0%)
minecraft.mined.gray_shulker_box: #21, 1(0%)
minecraft.picked_up.gray_shulker_box: #21, 1(0%)
minecraft.dropped.paper: #21, 7(0%)
minecraft.used.sculk: #21, 2(0%)
minecraft.used.stonecutter: #22, 30(1%)
minecraft.custom.interact_with_lectern: #22, 87(1%)
minecraft.used.writable_book: #22, 61(1%)
minecraft.used.iron_axe: #22, 190(1%)
minecraft.used.spruce_boat: #22, 4(0%)
minecraft.picked_up.sea_pickle: #22, 31(0%)
minecraft.mined.peony: #22, 1(0%)
minecraft.mined.kelp: #22, 18(0%)
minecraft.dropped.diamond_block: #22, 5(0%)
minecraft.mined.deepslate_tile_slab: #22, 4(0%)
minecraft.mined.smooth_quartz: #22, 9(0%)
minecraft.picked_up.snow_block: #22, 130(0%)
minecraft.mined.deepslate_bricks: #22, 20(0%)
minecraft.used.pink_shulker_box: #22, 2(0%)
minecraft.dropped.red_mushroom: #22, 1(0%)
minecraft.mined.potatoes: #22, 5(0%)
minecraft.mined.stone_brick_slab: #22, 3(0%)
minecraft.picked_up.smooth_quartz: #22, 5(0%)
minecraft.picked_up.allium: #22, 2(0%)
minecraft.dropped.leather: #22, 3(0%)
minecraft.mined.warped_stem: #22, 13(0%)
minecraft.picked_up.bricks: #22, 4(0%)
minecraft.mined.bricks: #22, 1(0%)
minecraft.used.cactus: #22, 1(0%)
minecraft.mined.white_carpet: #22, 1(0%)
minecraft.used.crimson_slab: #22, 3(0%)
minecraft.crafted.iron_pickaxe: #23, 8(2%)
minecraft.used.shears: #23, 2113(1%)
minecraft.picked_up.written_book: #23, 3(0%)
minecraft.picked_up.wheat: #23, 214(0%)
minecraft.picked_up.spruce_boat: #23, 4(0%)
minecraft.picked_up.spruce_sapling: #23, 100(0%)
minecraft.mined.spruce_planks: #23, 72(0%)
minecraft.picked_up.deepslate_tiles: #23, 33(0%)
minecraft.mined.spruce_slab: #23, 24(0%)
minecraft.picked_up.green_shulker_box: #23, 7(0%)
minecraft.used.green_shulker_box: #23, 7(0%)
minecraft.mined.green_shulker_box: #23, 7(0%)
minecraft.used.spruce_sign: #23, 4(0%)
minecraft.picked_up.deepslate_bricks: #23, 26(0%)
minecraft.mined.birch_planks: #23, 18(0%)
minecraft.used.deepslate_bricks: #23, 78(0%)
minecraft.crafted.brick: #23, 100(0%)
minecraft.picked_up.deepslate_brick_stairs: #23, 4(0%)
minecraft.picked_up.deepslate_tile_slab: #23, 3(0%)
minecraft.crafted.lapis_lazuli: #23, 24(0%)
minecraft.mined.warped_nylium: #23, 3(0%)
minecraft.used.birch_leaves: #23, 10(0%)
minecraft.used.crimson_planks: #23, 2(0%)
minecraft.picked_up.warped_wart_block: #23, 5(0%)
minecraft.dropped.snow_block: #23, 1(0%)
minecraft.used.white_carpet: #23, 2(0%)
minecraft.mined.iron_ore: #24, 601(1%)
minecraft.crafted.iron_axe: #24, 2(1%)
minecraft.mined.lantern: #24, 4(0%)
minecraft.used.wheat_seeds: #24, 188(0%)
minecraft.used.spruce_planks: #24, 202(0%)
minecraft.picked_up.writable_book: #24, 1(0%)
minecraft.picked_up.glow_berries: #24, 20(0%)
minecraft.picked_up.potato: #24, 19(0%)
minecraft.dropped.chest: #24, 1(0%)
minecraft.used.stone_brick_slab: #24, 12(0%)
minecraft.picked_up.warped_nylium: #24, 3(0%)
minecraft.used.snow: #24, 3(0%)
minecraft.picked_up.lantern: #25, 29(0%)
minecraft.used.yellow_shulker_box: #25, 7(0%)
minecraft.picked_up.yellow_shulker_box: #25, 6(0%)
minecraft.mined.yellow_shulker_box: #25, 6(0%)
minecraft.used.iron_ore: #25, 9(0%)
minecraft.mined.dark_oak_slab: #25, 2(0%)
minecraft.used.oak_sapling: #25, 19(0%)
minecraft.crafted.diamond: #25, 18(0%)
minecraft.crafted.gray_carpet: #25, 12(0%)
minecraft.used.smooth_quartz: #25, 12(0%)
minecraft.picked_up.stone_brick_slab: #25, 2(0%)
minecraft.used.gray_carpet: #25, 3(0%)
minecraft.crafted.polished_deepslate: #25, 2(0%)
minecraft.used.cooked_porkchop: #26, 35(0%)
minecraft.picked_up.dark_oak_slab: #26, 4(0%)
minecraft.used.potato: #26, 2(0%)
minecraft.crafted.polished_andesite: #26, 6(0%)
minecraft.custom.enchant_item: #27, 6(0%)
minecraft.picked_up.cooked_porkchop: #27, 58(0%)
minecraft.used.dark_oak_slab: #27, 2(0%)
minecraft.picked_up.raw_iron: #28, 463(0%)
minecraft.crafted.dark_oak_stairs: #29, 4(0%)
minecraft.custom.time_since_death: #31, 191359(0%)
