stat, rank, value, (percentage) 
minecraft.used.stone_stairs: #20, 42(0%)
minecraft.used.lava_bucket: #20, 31(0%)
minecraft.crafted.cyan_dye: #20, 116(0%)
minecraft.used.stone_pressure_plate: #20, 3(0%)
minecraft.used.cobblestone_wall: #20, 22(0%)
minecraft.used.honey_block: #20, 22(0%)
minecraft.mined.red_wool: #20, 9(0%)
minecraft.mined.cobblestone_slab: #20, 11(0%)
minecraft.crafted.oak_button: #20, 1(0%)
minecraft.mined.fern: #20, 15(0%)
minecraft.used.diamond_block: #20, 5(0%)
minecraft.picked_up.cactus: #20, 127(0%)
minecraft.crafted.cobblestone_wall: #20, 7(0%)
minecraft.dropped.magma_block: #20, 1(0%)
minecraft.picked_up.packed_mud: #20, 1(0%)
minecraft.crafted.warped_trapdoor: #20, 2(0%)
minecraft.mined.iron_ore: #21, 825(1%)
minecraft.used.cyan_shulker_box: #21, 131(1%)
minecraft.dropped.redstone_block: #21, 23(1%)
minecraft.mined.polished_andesite: #21, 25(1%)
minecraft.picked_up.leather_leggings: #21, 2(0%)
minecraft.dropped.scaffolding: #21, 55(0%)
minecraft.picked_up.flowering_azalea_leaves: #21, 74(0%)
minecraft.picked_up.azalea_leaves: #21, 196(0%)
minecraft.used.moss_block: #21, 412(0%)
minecraft.mined.brewing_stand: #21, 1(0%)
minecraft.used.cooked_porkchop: #21, 59(0%)
minecraft.crafted.deepslate_brick_stairs: #21, 4(0%)
minecraft.dropped.totem_of_undying: #21, 2(0%)
minecraft.mined.stone_slab: #21, 24(0%)
minecraft.mined.nether_wart: #21, 7(0%)
minecraft.used.nether_wart: #21, 7(0%)
minecraft.dropped.sweet_berries: #21, 2(0%)
minecraft.used.black_concrete: #21, 47(0%)
minecraft.used.birch_leaves: #21, 13(0%)
minecraft.mined.lectern: #21, 3(0%)
minecraft.used.warped_planks: #21, 9(0%)
minecraft.picked_up.weathered_copper: #21, 1(0%)
minecraft.used.tuff: #22, 357(1%)
minecraft.killed.phantom: #22, 6(1%)
minecraft.crafted.oak_sign: #22, 15(1%)
minecraft.used.piston: #22, 88(1%)
minecraft.dropped.diamond_boots: #22, 1(1%)
minecraft.picked_up.leather_chestplate: #22, 3(0%)
minecraft.picked_up.potato: #22, 113(0%)
minecraft.picked_up.red_wool: #22, 45(0%)
minecraft.mined.stone_button: #22, 3(0%)
minecraft.picked_up.soul_soil: #22, 101(0%)
minecraft.mined.coarse_dirt: #22, 50(0%)
minecraft.picked_up.birch_leaves: #22, 119(0%)
minecraft.picked_up.polished_andesite: #22, 23(0%)
minecraft.picked_up.big_dripleaf: #22, 9(0%)
minecraft.used.spruce_button: #22, 2(0%)
minecraft.crafted.red_shulker_box: #22, 1(0%)
minecraft.dropped.coal_ore: #22, 6(0%)
minecraft.used.spruce_fence_gate: #22, 4(0%)
minecraft.used.iron_ore: #22, 12(0%)
minecraft.crafted.spruce_fence_gate: #22, 3(0%)
minecraft.crafted.deepslate_bricks: #22, 1(0%)
minecraft.mined.cobblestone: #23, 464(1%)
minecraft.crafted.diamond_boots: #23, 1(1%)
minecraft.crafted.rail: #23, 192(0%)
minecraft.mined.emerald_ore: #23, 4(0%)
minecraft.used.cobblestone_slab: #23, 31(0%)
minecraft.custom.interact_with_brewingstand: #23, 15(0%)
minecraft.picked_up.armor_stand: #23, 2(0%)
minecraft.used.glass_bottle: #23, 10(0%)
minecraft.mined.soul_soil: #23, 29(0%)
minecraft.mined.lime_terracotta: #23, 6(0%)
minecraft.dropped.arrow: #23, 88(0%)
minecraft.used.stone_button: #23, 11(0%)
minecraft.picked_up.enchanted_book: #23, 1(0%)
minecraft.picked_up.nether_wart: #23, 18(0%)
minecraft.picked_up.piston: #23, 4(0%)
minecraft.used.smithing_table: #23, 1(0%)
minecraft.picked_up.oxidized_copper: #23, 9(0%)
minecraft.picked_up.warped_planks: #23, 3(0%)
minecraft.crafted.stone_brick_slab: #23, 6(0%)
minecraft.used.baked_potato: #23, 1(0%)
minecraft.picked_up.grass: #23, 2(0%)
minecraft.dropped.elytra: #24, 5(1%)
minecraft.picked_up.diamond_helmet: #24, 3(1%)
minecraft.picked_up.oak_sign: #24, 13(1%)
minecraft.picked_up.bow: #24, 25(0%)
minecraft.picked_up.arrow: #24, 308(0%)
minecraft.picked_up.bone: #24, 247(0%)
minecraft.used.rail: #24, 214(0%)
minecraft.used.oak_sign: #24, 10(0%)
minecraft.killed.skeleton: #24, 184(0%)
minecraft.dropped.bow: #24, 5(0%)
minecraft.picked_up.leather_boots: #24, 2(0%)
minecraft.crafted.coal_block: #24, 24(0%)
minecraft.crafted.cobblestone_slab: #24, 14(0%)
minecraft.picked_up.cookie: #24, 1(0%)
minecraft.used.written_book: #24, 17(0%)
minecraft.picked_up.stone_brick_slab: #24, 4(0%)
minecraft.mined.stone_brick_slab: #24, 1(0%)
minecraft.mined.ancient_debris: #24, 1(0%)
minecraft.picked_up.ancient_debris: #24, 1(0%)
minecraft.used.lime_terracotta: #24, 5(0%)
minecraft.used.armor_stand: #25, 4(0%)
minecraft.picked_up.splash_potion: #25, 1(0%)
minecraft.picked_up.lime_terracotta: #25, 6(0%)
minecraft.crafted.spruce_button: #25, 1(0%)
minecraft.mined.piston: #25, 2(0%)
minecraft.used.stone_brick_slab: #25, 3(0%)
minecraft.used.oak_leaves: #25, 8(0%)
minecraft.killed.pillager: #25, 2(0%)
minecraft.crafted.stone_bricks: #26, 278(0%)
minecraft.crafted.warped_planks: #26, 84(0%)
minecraft.picked_up.written_book: #28, 1(0%)
minecraft.picked_up.diamond_leggings: #30, 4(0%)
minecraft.custom.time_since_rest: #31, 55944(0%)
